House Code,House Heads Code,House  Description,Date Processed,Items No,Number of Packages,Goods Descriptions 1,Items Cif Ghc,Amount Paid Ghc,Country  Destination
,,,10/20/2005 04:29PM,1,31,WAWA A/D SHORTS,6525.78,0.00,NL
,,,10/20/2005 04:51PM,1,16,1X40'  CONTAINER STC  961 PCSNO.  11/C &S WAWA K/D LUMBER,12772.95,0.00,IT
,,,10/21/2005 08:50AM,1,20,BLACK OFRAM A/D LUMBER,6511.46,0.00,IT
,,,10/21/2005 10:44AM,1,20,WAWA K/D LUMBER,12331.36,0.00,DE
,,,10/21/2005 11:39AM,1,29,WAWA (KLIN DRIED) LUMBER,28862.74,0.00,DE
,,,10/21/2005 01:28PM,1,12,"GHANA FAS APA STRIPS(9,980 PIECES)",6226.25,0.00,DE
,,,10/21/2005 03:11PM,1,16,GHANA NO.1 C&S WAWA LUMBER KD,12789.26,0.00,SA
,,,10/21/2005 03:23PM,1,12,1X40' OPEN TOP CONTAINER CONTG;GHANA DAHOMA FAS LUMBER AD,6675.51,0.00,EG
,,,10/21/2005 03:23PM,1,11,1X40' FLAT RACK CONTG: GHANADAHOMA FAS LUMBER AD,6691.01,0.00,EG
,,,10/28/2005 11:38AM,1,14,GHANA WAWA KD LUMBER1 X 40 CONT,0.00,0.00,ZA
,,,10/21/2005 03:36PM,1,15,GHANA ODUM KD LUMBER,24655.01,0.00,IE
,,,10/21/2005 03:36PM,1,16,GHANA  WAWA KD LUMBER,16485.13,0.00,ZA
,,,10/21/2005 03:36PM,1,19,GHANA WAWA KD LUMBER1 X40 CONT,14846.63,0.00,CN
,,,10/21/2005 04:53PM,1,17,1X40' CONTAINER CONTG; GHANABLACK OFRAM FAS LUMBER KD,11602.80,0.00,LB
,,,10/21/2005 04:53PM,1,21,1X40' CONTAINER CONTG; GHANAKOTO FAS LUMBER KD,16656.92,0.00,BE
,,,10/22/2005 11:05AM,1,28,MIXED KD LUMBER,10767.64,0.00,DE
,,,10/22/2005 01:27PM,1,16,1X40' CONTAINER CONTG; GHANAWAWA NO. 1 C7S LUMBER KD,16064.47,0.00,IT
,,,10/22/2005 01:27PM,1,17,1X40' CONTAINER CONTG; GHANAKOTO FAS LUMBER KD,15523.77,0.00,BE
,,,10/22/2005 02:19PM,1,16,1X40' CONTAINER CONTG: GHANAWAWA NO. 1 C&S LUMBER KD,16398.13,0.00,IT
,,,10/22/2005 02:19PM,1,18,1X40' CONTAINER CONTG; GHANAWAWA NO. 1 C7S LUMBER KD,15274.90,0.00,IE
,,,10/22/2005 02:19PM,1,18,1X40' CONTAINER CONTG;GHANAUTILE/KHAYA/ODUM FAS LUMBER KD,25243.06,0.00,DE
,,,10/24/2005 09:58AM,1,19,K/D MIXED LUMBER,17023.46,0.00,LB
,,,10/24/2005 12:02PM,1,27,2 X 40FT CONTAINERS STC 27 BUNDLES(2564 PCS) GHANA WAWA NO.2 COM/,9032.91,0.00,SA
,,,10/24/2005 12:03PM,1,11,1 X 20FT CONTAINER STC 11 BUNDLES(1873 PCS) GHANA APA AIR DRIED,12792.77,0.00,LT
,,,10/24/2005 12:30PM,1,21,GHANA WAWA LUMBER KD1 X40 CONT,12674.94,0.00,FR
,,,10/24/2005 12:30PM,1,20,GHANA WAWA SAQIRES KD1 X 40 CONT,9282.11,0.00,DE
,,,10/24/2005 03:44PM,1,11,FAS EDINAM  K.D. LUMBER1X20 CONT,7473.92,0.00,ZA
,,,10/24/2005 03:44PM,1,10,FAS   EDINAM K.D. LUMBER1X20 CONT,7731.60,0.00,ZA
,,,10/24/2005 03:55PM,1,11610,GHANA RUBBER TIMBER LUMBER,10416.35,0.00,CN
,,,10/25/2005 11:00AM,1,22,FAS UTILE K.D. LUMBER1X40 CONT,22843.57,0.00,US
,,,10/25/2005 11:00AM,1,16,FAS DANTA/ DAHOMA LUMBER1X40 CONT,8515.26,0.00,SA
,,,10/25/2005 12:01PM,1,21,1X40' CONTAINER CONTG; GHANAKHAYA IVORENSIS LUMBER FAS KD,26982.67,0.00,US
,,,10/26/2005 09:21AM,1,64,WAWA N0.1 C&S (KD) LUMBER,64933.92,0.00,IT
,,,10/26/2005 10:57AM,1,17,WAWA K/D LUMBER,15315.49,0.00,NL
,,,10/26/2005 01:11PM,1,17,GHANA 17 PALATE RUBBER TIMBERGRADE AB (449 BUNDLES),5156.02,0.00,CN
,,,10/26/2005 02:55PM,1,21,1 X 40FT CONTAINER STC 21 BUNDLES(4038 PCS) GHANA WAWA NO. 1 COM/,16327.97,0.00,GB
,,,10/26/2005 02:55PM,1,19,1 X 40FT CONTAINER STC 19 BUNDLES(992 PCS) GHANA BLACK/WHITE OFRAM,12625.00,0.00,LB
,,,10/26/2005 02:55PM,1,15,1 X 40FT CONTAINER STC 15 BUNDLES(852 PCS) GHANA WAWA NO.1 COM/,12384.45,0.00,DE
,,,10/26/2005 03:41PM,1,16,GHANA ODUM  LUMBER KD1 X 40 CONT,29036.88,0.00,IT
,,,10/26/2005 04:17PM,1,51,3 X 40FT CONTAINERS STC 51 BUNDLES(6788 PCS) GHANA WAWA NO.1 & 2 COM/,18650.77,0.00,DE
,,,10/27/2005 09:53AM,1,21,"9,300 PIECES GHANA FAS TEAKSTRIPS",18303.18,0.00,NL
,,,10/27/2005 11:56AM,1,22,1 X 20FT CONTAINER STC  12 BUNDLES(332 PCS) GHANA  APA FAS KILN DRIED,12516.29,0.00,LT
,,,10/27/2005 01:47PM,1,20,24024 PCS FAS PAPAO STRIPS,12394.26,0.00,DE
,,,10/27/2005 01:47PM,1,16,1X20'  CONTAINER STC 4563 PCS FASPAPAO SQUARES,11803.69,0.00,DE
,,,10/27/2005 01:59PM,1,17,437 PIECES GHANA FAQ NIANGONBOULES,12566.41,0.00,IT
,,,10/27/2005 04:56PM,1,16,1 X 40FT CONTAINER STC (1796 PCS)GHANA SAPELE FAS KILN DRIED,24107.67,0.00,CA
,,,10/27/2005 04:56PM,1,15,1X40' CONTAINER CONTG; GHANAODUM FAS LUMBER KD,27628.02,0.00,IT
,,,10/27/2005 04:56PM,1,15,1X40' CONTAINER CONTG: GHANAODUM FAS LUMBER KD,26077.52,0.00,IT
,,,10/27/2005 05:38PM,1,16,1X40' CONTAINER CONTG; GHANAODUM FAS LUMBER KD,27739.16,0.00,IE
,,,10/27/2005 05:38PM,1,16,1X40' CONTAINER CONTG; GHANAWAWA NO. 1 C&S LUMBER KD,14520.74,0.00,GB
,,,10/27/2005 06:03PM,1,28,"WAWA N0, 1 C&S (KD) LUMBER",29007.46,0.00,DE
,,,10/27/2005 06:03PM,1,36,KHAYA FAS (KD) LUMBER,47409.68,0.00,US
,,,10/28/2005 08:33AM,1,65,FAQ  NAINGON BOULES,20018.22,0.00,FR
,,,10/28/2005 09:17AM,1,20,1X40' HC CONTAINER CONTG; GHANAEMERI FAS LUMBER KD,17674.48,0.00,GB
,,,10/28/2005 09:17AM,1,28,1X40' HC CONTAINER CONTG; GHANAWAWA NO. 1 C&S LUMBER KD,9523.73,0.00,HK
,,,10/28/2005 09:27AM,1,17,"WAWA KD LUMBER CONTG.10,741 PIECES.",10488.54,0.00,DE
,,,10/28/2005 12:08PM,1,57,GHANA NO.1 C&S. BLACK OFRAM LUMBER,10922.45,0.00,IT
,,,10/28/2005 12:21PM,1,16,WAWA N0.1 C&S (KD) LUMBER,15809.08,0.00,ES
,,,10/28/2005 12:21PM,1,21,WAWA N0.1 C&S (KD) LUMBER,11509.50,0.00,DE
,,,10/28/2005 01:08PM,1,49,GHANA FAS PAPAO SQUARES & STRIPS,11380.48,0.00,HR
,,,10/28/2005 01:18PM,1,120,GHANA FAS PAPAO AD STRIPS,23066.61,0.00,NL
,,,10/28/2005 01:18PM,1,18,1 X 40FT CONTAINER STC 18 BUNDLES(1008 PCS) GHANA WAWA NO. 1 COM/,10250.92,0.00,LB
,,,10/28/2005 01:18PM,1,32,2 X 40FT CONTAINERS STC 32 BUNDLES(2853 PCS ) GHANA WAWA NO.1 COM/,31436.19,0.00,IT
,,,10/28/2005 01:18PM,1,15,1 X 40FT CONTAINER STC 15 BUNDLES(577 PCS) GHANA WAWA NO. 1 COM/,12696.17,0.00,LB
,,,10/28/2005 01:18PM,1,16,1 X 40FT CONTAINER STC 16 BUNDLES(619 PCS) GHANA WAWA NO.2 COM/,10328.47,0.00,JO
,,,10/28/2005 01:18PM,1,19,1 X 40FT CONTAINER STC 19 BUNDLES(4426 PCS) GHANA WAWA NO.1 COM/,14344.86,0.00,GB
,,,10/28/2005 01:18PM,1,34,2 X 40FT CONTAINER STC 34 BUNDLES(1179 PCS) GHANA DAHOMA FAS A/D,11301.10,0.00,EG
,,,10/28/2005 01:18PM,1,19,1 X 40FT CONTAINER STC 19 BUNDLES(652 PCS) GHANA DAHOMA FAS A/D,5866.79,0.00,EG
,,,10/28/2005 01:39PM,1,16,"1 X 40FT CONTAINER STC (594 PCS)GHANA DANTA,CANDOLLEI FAS KILN",8053.83,0.00,SA
,,,10/28/2005 03:48PM,1,13,MAHOGANY FAS LUMBER,27125.01,0.00,GH
,,,10/31/2005 03:40PM,1,16,GHANA KHAYA IVORENSIS FAS LUMBER(KD),0.00,0.00,GH
,,,10/28/2005 03:48PM,1,10,GHANA KHAYA IVORENSIS FAS LUMBER(KD),26074.82,0.00,GH
,,,10/28/2005 03:48PM,1,11,GHANA KHAYA IVORENSIS FAS LUMBER(KD),25744.53,0.00,GH
,,,10/28/2005 04:20PM,1,19,1 X 40FT CONTAINER STC (2101 PCS)GHANA EDINAM FAS KILN DRIED,16922.66,0.00,IE
,,,10/28/2005 04:50PM,1,16,10320 PIECES GHANA FAS AD APASTRIPS & LUMBER,10951.62,0.00,DE
,,,10/28/2005 05:15PM,1,19,1 X 40FT CONTAINER STC (2101 PCS)GHANA EDINAM FAS KILN DRIED,16922.66,0.00,IE
,,,10/28/2005 05:44PM,1,19,1 X 40FT CONTAINER STC (2101 PCS)GHANA EDINAM FAS KILN DRIED,16922.66,0.00,IE
,,,10/29/2005 01:35PM,1,17,1X40' HC CONTAINER CONTG; GHANAWAWA NO. 1 C&S LUMBER KD,15449.51,0.00,ZA
,,,10/29/2005 01:35PM,1,16,1X40' HC CONTAINER CONTG: GHANAWAWA NO. 1 C&S LUMBER KD,14714.37,0.00,GB
,,,10/31/2005 09:22AM,1,7,FAS EKKI / DENYA LUMBER,2233.69,0.00,DE
,,,11/1/2005 11:19AM,1,19,1240 PCS GHANA NIANGON LUMBER,0.00,0.00,IT
,,,10/31/2005 11:34AM,1,47,522 PIECES GHANA FAQ NIANGONBOULES,17239.73,0.00,FR
,,,10/31/2005 11:43AM,1,12,1X40'  CONTAINER STC 954 PCSMAHOGANY LUMBER,27740.88,0.00,US
,,,10/31/2005 01:59PM,1,13,ODUM FAS LUMBER(KD),27901.52,0.00,GH
,,,10/31/2005 02:03PM,1,9,707 PCS FAS ODUM K/D LUMBER,14999.50,0.00,DE
,,,10/31/2005 02:22PM,1,13,ODUM FAS LUMBER(KD),24422.41,0.00,GH
,,,10/31/2005 02:31PM,1,24,1X20'  CONTAINER STC 8112 PCSFAS PAPAO SQUARES,12955.40,0.00,IT
,,,10/31/2005 03:03PM,1,29,MIXED K/D LUMBER,31608.59,0.00,LB
,,,11/1/2005 09:37AM,1,12,27960 PIECES GHANA FAS TEAK STRIPS,8627.78,0.00,IT
,,,11/1/2005 11:27AM,1,120,GHANA FAS TEAK MILLRUN LUMBER,25549.65,0.00,IT
,,,11/1/2005 11:27AM,1,462,GHANA FAS PAPAO & ODUM AD STRIPS,111067.29,0.00,IT
,,,11/1/2005 11:45AM,1,53,GHANA BLACK OFRAM NO. 1 C&SLUMBER AIR DRIED,22061.49,0.00,SN
,,,11/1/2005 11:45AM,1,19,GHANA BLACK OFRAM NO. 1 C&SLUMBER AIR DRIED,7928.80,0.00,SN
,,,11/1/2005 11:45AM,1,16,1X40' HC CONTAINER CONTG; GHANAWAWA NO. 2 C&S LUMBER KD,13590.02,0.00,IT
,,,11/1/2005 11:45AM,1,12,1X40' CONTAINER CONTG; GHANAWAWA NO. 1 C&S LUMBER KD,11891.49,0.00,GB
,,,11/1/2005 12:06PM,1,10,1X20' CONTAINER STC 23824 PCS PAPASHORT STRIPS PLANKS AND BOARDS,10523.29,0.00,NL
,,,11/1/2005 12:06PM,1,10,1X20'  CONTAINER STC 16852 PCSPAPA SHORT STRIPS PLANKS AND,12648.87,0.00,PL
,,,11/1/2005 12:56PM,1,9829,24 X 20' CONTAINER STC9829 PCS TEAK LUMBER,159843.15,0.00,GH
,,,11/2/2005 02:18PM,1,28,GHANA FAS A/D AFZELIA LUMBER,0.00,0.00,PT
,,,11/2/2005 08:55AM,1,16,1X40' CONTAINER CONTG; GHANAWAWA NO. 1 C&S LUMBER KD,15527.07,0.00,GB
,,,11/2/2005 10:11AM,1,16,1X40'  CONTAINER STC 2841 PCSGHANA WAWA NO. 1 COMMON & SELECT,13637.35,0.00,FR
,,,11/2/2005 10:11AM,1,15,1X40'  CONTAINER STC 731 PCSGHANA UTILE FAS KILN DRIED,23190.87,0.00,GB
,,,11/2/2005 10:31AM,1,19,1X20'  CONTAINER STC 7098 PCSFAS PAPAO SQUARES,11450.14,0.00,IT
,,,11/2/2005 10:56AM,1,33,"1,851 PIECES GHANA FAS AD NIANGONLUMBER",23667.51,0.00,FR
,,,,2,179,"1,673 PIECES GHANA FAQ NIANGON ADBOULES",60774.23,0.00,
,,,11/2/2005 11:02AM,1,16,GHANA NO1. C&S. WAWA LUMBER (KD),11928.28,0.00,SA
,,,11/2/2005 11:02AM,1,11,GHANA #.1. C&S. WHITE OFRAM LUMBER(KD),11189.38,0.00,SA
,,,11/2/2005 12:25PM,1,16,1X40' CONTAINER CONTG; GHANAWAWA NO. 1 C&S LUMBER KD,14240.58,0.00,GB
,,,11/2/2005 01:34PM,1,16,1X40' HC CONTAINER CONTG: GHANAWAWA NO. 1 C&S LUMBER KD,16442.10,0.00,IT
,,,11/2/2005 02:12PM,1,34,DAHOMA FAS LUMBER,12810.40,0.00,GH
,,,11/2/2005 03:46PM,1,15,2085 PCS STC WAWA NO.1 C&S KDLUMBER,12029.14,0.00,FR
,,,11/2/2005 05:42PM,1,8,1 X 20FT CONTAINER STC 8 BUNDLES(514 PCS)  GHANA WAWABIMA FAS,5001.74,0.00,EG
,,,11/2/2005 05:42PM,1,14,1 X 40FT CONTAINER STC 14 BUNDLES(1204 PCS) GHANA WAWA NO.1,13565.80,0.00,IT
,,,11/3/2005 11:43AM,1,82,MIXED LUMBER KD / AD,45034.42,0.00,DE
,,,11/3/2005 11:50AM,1,5600,OUTER PACK OF KINDLING WOOD(WAWA),15262.64,0.00,GB
,,,11/3/2005 12:21PM,1,25,MAKORE FAS (KD) LUMBER,15022.11,0.00,US
,,,11/4/2005 10:32AM,1,29,FAS NIANGON LUMBER(1X40 FT CONTAINER),14204.25,0.00,FR
,,,11/4/2005 10:40AM,1,16,PAPAO SHORT STRIPS,8698.23,0.00,DE
,,,11/4/2005 10:48AM,1,33,2 X 40FT CONTAINER STC 33 BUNDLES(1234 PCS) GHANA DAHOMA FAS KD,11538.76,0.00,EG
,,,11/4/2005 10:48AM,1,17,1 X 40FT CONTAINER STC 17 BUNDLES(1067 PCS) GHANA MAHOGANY FAS,27028.37,0.00,US
,,,11/4/2005 10:59AM,1,17,1X40' CONTAINER CONTG; GHANAKHAYA IVORENSIS FAS LUMBER KD,26059.46,0.00,US
,,,11/4/2005 11:28AM,1,19,1X40' CONTAINER CONTG; GHANASAPELE FAS LUMBER KD,19183.00,0.00,AU
,,,11/4/2005 11:36AM,1,23,23 BUNDLES DAHOMA KD LUMBER(STC 23715) PCS,15520.63,0.00,CN
,,,11/4/2005 12:05PM,1,16,"ODUM KD LUMBER CONTG.3,633PIECES.",24386.30,0.00,DE
,,,11/4/2005 01:49PM,1,20,FAS EDINAM (KD) LUMBER(1X40 FT CONTAINER),16409.07,0.00,US
,,,11/4/2005 03:25PM,1,13,1X40'  CONTAINER STC 1465 PCSCEDRELLA LUMBER KILN DRIED,22283.88,0.00,US
,,,11/4/2005 03:41PM,1,5,WAWA KD LUMBER,6356.91,0.00,FR
,,,11/4/2005 04:37PM,1,5,WAWA KD LUMBER,6356.91,0.00,FR
,,,11/4/2005 05:24PM,1,16,1X40' HC CONTAINER CONTG; GHANAWAWA NO. 1 C&S LUMBER KD,15339.13,0.00,IT
,,,11/4/2005 06:28PM,1,16,MAHOGANY (KILN DRIED) LUMBER,25331.63,0.00,US
,,,11/7/2005 12:44PM,1,12,NO.1 C & S WAWA (KD) LUMBER(1X40 FT CONTAINER),11218.98,0.00,DE
,,,11/7/2005 12:45PM,1,32,1 X 40FT CONTAINERS STC 32 CRATES(7634 PCS) GHANA MIXED NO.2 COM/,1239.72,0.00,EG
,,,11/7/2005 01:44PM,1,39,2X40' CONTAINERS CONTG; GHANAWAWA NO. 1 C&S LUMBER KD,29777.84,0.00,FR
,,,11/7/2005 01:44PM,1,20,1X40' CONTAINER CONTG; GHANAWAWA NO. 1 C&S LUMBER KD,15504.25,0.00,PT
,,,11/8/2005 08:38AM,1,17,WHITE OFRAM K/D LUMBER,15556.70,0.00,DE
,,,11/8/2005 11:16AM,1,20,BLACK OFRAM K/D LUMBER,12675.91,0.00,IL
,,,11/8/2005 02:55PM,1,18,FAS KHAYA IVORENSIS (KD) LUMBER(1X40 FT CONTAINER),21811.85,0.00,US
,,,11/8/2005 02:56PM,1,16,"ODUM KD LUMBER CONTG. 3,633PIECES.",23822.71,0.00,DE
,,,11/8/2005 03:55PM,1,32,MIXED RED WOOD (DANTA/EDINAM)LUMBER,24326.36,0.00,AE
,,,11/9/2005 09:36AM,1,14,GHANA WAWA  KD LUMBER 1 X 40 CONT,13814.67,0.00,ZA
,,,11/9/2005 10:13AM,1,16,SAPELE & ASANFINA FAS LUMBER,22410.68,0.00,GH
,,,11/9/2005 10:54AM,1,9,GHANA UTILE FAS LUMBER ( KD),10986.58,0.00,GH
,,,11/9/2005 11:00AM,1,14,GHANA MAKORE LUMBER(KD),20461.25,0.00,GH
,,,11/9/2005 11:24AM,1,15,"WAWA KD STRIPS CONTG. 3,706PIECES.",13968.45,0.00,ZA
,,,11/9/2005 02:21PM,1,16,1X40' HC CONTAINER CONTG; GHANAWAWA NO. 2 C&S LUMBER KD,14045.87,0.00,IT
,,,11/9/2005 06:25PM,1,16,WAWA N0.1 C&S (KD) LUMBER,15984.68,0.00,IT
,,,11/9/2005 06:25PM,1,16,WAWA N0. 1 C&S (KD) LUMBER,16540.62,0.00,ES
,,,11/9/2005 06:25PM,1,24,WAWA N0.1 C&S (KD) LUMBER,14031.89,0.00,FR
,,,11/9/2005 06:30PM,1,24,2 X 40FT CONTAINERS STC 24 BUNDLES(1902 PCS) GHANA WAWA NO.1 COM/,26487.36,0.00,DE
,,,11/9/2005 06:30PM,1,12,1 X 40FT CONTAINER STC 12 BUNDLES(1048 PCS) GHANA WAWA NO.2 COM/,11926.46,0.00,SA
,,,11/9/2005 06:30PM,1,80,3 X 40FT CONTAINERS STC 80 BUNDLES(8809 PCS) GHANA WAWA NO.1 & 2 COM/,46413.09,0.00,BE
,,,11/9/2005 06:30PM,1,30,2 X 40FT CONTAINERS STC 30 BUNDLES`(2843 PCS) GHANA WAWA NO.1 COM/,24539.95,0.00,DE
,,,11/10/2005 09:53AM,1,18,KHAYA IVORENSIS ROUGH KD LUMBER1X40 CONT,27466.24,0.00,US
,,,11/10/2005 09:53AM,1,25,FAS MAKORE K.D. LUMBER1X40 CONT,16760.35,0.00,US
,,,11/10/2005 11:56AM,1,39,2X40' CONTAINERS CONTG; GHANAWAWA NO. 1 C&S LUMBER KD,29089.64,0.00,FR
,,,11/10/2005 11:56AM,1,20,1X40' CONTAINER CONTG; GHANAKHAYA IVORENSIS FAS LUMBER KD,23447.42,0.00,US
,,,11/10/2005 12:03PM,1,15,5148 PCS PAPAO LUMBER & STRIPS,19138.60,0.00,DE
,,,11/10/2005 12:34PM,1,21,TEAK A/D STRIPS,16000.81,0.00,FR
,,,11/10/2005 12:34PM,1,12,WAWA K/D SCANTLINGS,4492.70,0.00,DE
,,,11/10/2005 02:02PM,1,33,FAS DANTA LUMBER,15140.23,0.00,SA
,,,11/10/2005 02:02PM,1,43,FAS MIXED K.D. LUMBER2X40 CONT,40631.08,0.00,US
,,,11/10/2005 04:41PM,1,20,1X40' CONTAINER CONTG; GHANAWAWA NO. 1 C&S LUMBER KD,15145.92,0.00,PT
,,,11/10/2005 04:41PM,1,13,1X40' HC CONTAINER CONTG; GHANAWAWA NO. 1 C&S LUMBER KD,13488.85,0.00,IE
,,,11/11/2005 08:19AM,1,25,WAWA STRIPS NO.1 C/S (AD),8385.37,0.00,GH
,,,11/11/2005 08:19AM,1,16,SAPELE FAS LUMBER (KD),22116.17,0.00,GH
,,,11/11/2005 08:29AM,1,12,"KOTO KD LUMBER CONTG.1,205PIECES.",17734.23,0.00,DE
,,,11/11/2005 08:38AM,1,20,FAS KHAYA K.D. LUMBER1X40 CONT,20555.87,0.00,US
,,,11/11/2005 11:28AM,1,12,1 X 20FT CONATINERS STC(1063 PCS)GHANA KHAYA IVORENSIS FAS,29522.40,0.00,CA
,,,11/11/2005 01:46PM,1,27,BLACK OFRAM KD LUMBER,11194.85,0.00,LB
,,,11/11/2005 01:46PM,1,19,MIXED DANTA/CANDOLLI AD LUMBER,10187.75,0.00,SA
,,,11/11/2005 02:12PM,1,33,WAWA K.D. LUMBER2X40 CONT.,28777.79,0.00,DE
,,,11/11/2005 02:57PM,1,11,1X40'  CONTAINER STC 730 PCSMAHOGANY KD. LUMBER,26715.48,0.00,US
,,,11/11/2005 03:27PM,1,16,1X40' CONTAINER CONTG; GHANAWAWA NO. 1 C&S LUMBER KD,13987.80,0.00,IT
,,,11/11/2005 03:41PM,1,20,GHANA WAWA SQUARES KD1 X 40 CONT,9156.38,0.00,DE
,,,11/12/2005 10:45AM,1,138,MIXED KD LUMBER,70061.59,0.00,DE
,,,11/12/2005 10:59AM,1,21,FAS   ODUM K.D. LUMBER1X40 CONT,27828.28,0.00,GB
,,,11/12/2005 12:17PM,1,18,1X40' CONTAINER CONTG; GHANAKHAYA IVORENSIS LUMBER FAS KD,23137.73,0.00,US
,,,11/14/2005 09:16AM,1,33,WA\WA K.D.  LUMBER2X40 CONT,28777.79,0.00,DE
,,,11/14/2005 11:45AM,1,29,KHAYA FAS (KD) LUMBER,48706.54,0.00,US
,,,11/14/2005 11:59AM,1,20,12 BDLS NO1 C&S BLACK OFRAM LUMBERAD (STC)743 PCS,985961.51,0.00,DE
,,,11/15/2005 12:06PM,1,32,1X40' CONTAINER CONTG; GHANAKOTO FAS LUMBER KD,18116.01,0.00,BE
,,,11/15/2005 12:06PM,1,17,1X40' CONTAINER CONTG; GHANADAHOMA FAS LUMBER KD,11633.63,0.00,LB
,,,11/15/2005 12:38PM,1,20,"1 X 20FT CONTAINER STC ( 20,213 PCSGHANA SAPELE FAS KILN DRIED",7077.08,0.00,RO
,,,11/15/2005 12:49PM,1,19,GHANA MIXED REDWOOD LUMBER (DANTA)1 X 40 CONT,8337.75,0.00,SA
,,,11/15/2005 12:49PM,1,79,WAWA/MAKORE (KD) LUMBER,63485.86,0.00,DE
,,,11/15/2005 12:49PM,1,12,1 X 20FT CONTAINER STC 12 BUNDLES(11340 PCS) GHANA DAHOMA GRADE 1,8193.62,0.00,CN
,,,11/15/2005 12:49PM,1,18,1 X 40FT CONTAINER STC 128 BUNDLES(731 PCS) GHANA DAHOMA FAS AIR,5420.45,0.00,LB
,,,11/15/2005 12:49PM,1,20,1 X 40FT CONTAINER STC 20 BUNDLES(718 PCS) GHANA MIXED RED WOOD,7829.64,0.00,SA
,,,11/15/2005 05:06PM,1,24,24 BUNDLES FAS DAHOMA LUMBER AD(STC: 807 PCS.),6702.13,0.00,AE
,,,11/15/2005 05:30PM,1,20,12 BUNDLES NO. 1 C&S BLACK OFRAMAD LUMBER (STC: 743 PCS.),9825.83,0.00,DE
,,,11/16/2005 08:28AM,1,31,"WAWA KD STRIPS CONTG.6,592PIECES.",12771.76,0.00,FR
,,,11/16/2005 08:28AM,1,12,"KOTO KD LUMBER CONTG. 1,205PIECES.",17673.42,0.00,DE
,,,11/16/2005 08:39AM,1,18,1X40' CONTAINER CONTG; GHANAKHAYA IVORENSIS LUMBER FAS KD,23137.73,0.00,US
,,,11/16/2005 09:05AM,1,31,"WAWA KD STRIPS CONTG 6,592PIECES.",12771.76,0.00,FR
,,,11/16/2005 10:15AM,1,12,"1X40'  CONTAINER STC 2,102 PCSAIR DRIED CEDRELLA LUMBER",17340.52,0.00,US
,,,11/16/2005 01:00PM,1,10,"1X20'  CONTAINER STC 20,838 PCSPAPA SHORT STRIPS PLANKS & BOARDS",10419.52,0.00,DE
,,,11/16/2005 01:40PM,1,20,1X40' CONTAINER CONTG; GHANAKHAYA IVORENSIS FAS LUMBER KD,23367.02,0.00,US
,,,11/16/2005 01:40PM,1,13,1X40' HC CONTAINER CONTG; GHANAWAWA NO. 1 C&S LUMBER KD,13442.60,0.00,IE
,,,11/16/2005 01:40PM,1,16,1X40' CONTAINER CONTG; GHANAWAWA NO. 1 C&S LUMBER KD,13939.84,0.00,IT
,,,11/16/2005 02:14PM,1,16,1X40' HC CONTAINER CONTG; GHANAWAWA NO. 2 C&S LUMBER KD,13997.71,0.00,IT
,,,11/16/2005 02:14PM,1,20,1X40' CONTAINER CONTG; GHANAWAWA NO. 1 C&S LUMBER KD,15093.99,0.00,PT
,,,11/17/2005 10:16AM,1,26,26 PALLETS PAPAO STRIPS,10252.34,0.00,NL
,,,11/17/2005 10:17AM,1,23,FAS  ODUM K.DLUMBER,33849.77,0.00,IE
,,,11/17/2005 10:18AM,1,39,2X40' CONTAINERS CONTG; GHANAWAWA NO. 1 C&S LUMBER KD,28989.90,0.00,FR
,,,11/17/2005 11:27AM,1,17,1X40' CONTAINER CONTG; GHANAKOTO NO. 1 C&S LUMBER KD,15809.85,0.00,IT
,,,11/17/2005 01:33PM,1,16,EMIRE FAS  (AD) LUMBER,12517.78,0.00,NL
,,,11/17/2005 01:33PM,1,16,WAWA N0. 1C&S (KD) LUMBER,18045.28,0.00,ES
,,,11/17/2005 03:09PM,1,21,KHAYA IVORENSIS REOUGH KD LUMBER1X 40 CONT,27386.88,0.00,US
,,,11/17/2005 03:09PM,1,19,GHANA KOTO  KD LUMBER1 X 40 CONT,20457.53,0.00,DE
,,,11/17/2005 03:09PM,1,21,FAS ODUM LUMBER KD1 X 40 CONT,26204.72,0.00,GB
,,,11/17/2005 04:40PM,1,115,966 PIECES GHANA FAQ NAINGON BOULES,35751.92,0.00,IT
,,,11/17/2005 05:07PM,1,11,1X40'  CONTAINER STC 1714 PCSGHANA KUSIA FAS DRIED,19380.54,0.00,IE
,,,11/18/2005 10:33AM,1,16,1X40'  CONTAINER STC 2308 PCSGHANA KHAYA IVORENSIS FAS,29203.12,0.00,US
,,,11/18/2005 11:47AM,1,18,1X40' CONTAINER CONTG; GHANAKOTO NO. 1 C&S LUMBER KD,15614.81,0.00,IT
,,,11/18/2005 12:29PM,1,17,1X20'  CONTAINER STC PAPA SHORTSTRIPS/PLANKS,11495.44,0.00,PL
,,,11/18/2005 02:35PM,1,12,KHAYA K/D LUMBER,27836.61,0.00,US
,,,11/18/2005 05:08PM,1,18,GHANA BLACK OFRAM NO. 1 C&S LUMBERAD,7179.96,0.00,SN
,,,11/19/2005 09:48AM,1,65,MIXED KD/AD LUMBER,29172.08,0.00,DE
,,,11/20/2005 11:49AM,1,47,"GHANA BLACK OFRAM NO. 1 C&SLUMBER AIR DRIED (STC: 3,726 PCS.)",20774.74,0.00,SN
