House Code,House Heads Code,House Description,Declaration Number,Date Processed,Items Number,Number of Packages,Goods Description 1,Items Cif Ghc,Amount Paid Ghc,Country  Destination
,,,12007353091,11/30/2007 03:11PM,1,34,7 X 40FT CONTAINERS STC 34 BUNDLES(1521 PCS) GHANA DAHOMA FAS AIR,15591.91,0.00,EG
,,,12007353093,11/30/2007 03:11PM,1,33,1 X 40FT ONTAINER STC 24 BUNDLES(4838 PCS) GHANA WAWA NO.1 COM/,18609.63,0.00,MA
,,,12007353147,11/30/2007 03:34PM,1,16,1X20' CONTAINER STC 6084 PCS FASPAPAO SQUARES,16232.50,0.00,HR
,,,12007353179,11/30/2007 03:44PM,1,45,2 X 40FT CONTAINER STC 16 PALLETSGHANA KHAYA/EDINAM/MRW SHORTS/,38812.37,0.00,EG
,,,12007353309,11/30/2007 04:37PM,1,12,1X40' CONTAINER STC WHITE KOTOKD LUMBER,26408.12,0.00,GR
,,,12007353421,11/30/2007 05:34PM,1,21,21 BUNDLES ODUM LUMBER (KD) FASSAID TO CONTAIN 862 PIECES,38904.92,0.00,FR
,,,12007353422,11/30/2007 05:34PM,1,15,15 BUNDLES DAHOMA LUMBER FAS (KD)SAID TO CONTAIN 584 PIECES,6923.18,0.00,US
,,,12007353424,11/30/2007 05:34PM,1,22,22 BUNDLES KHAYA IVORENSIS FAS (KD)LUMBER SAID TO CONTAIN 992 PIECES,30645.83,0.00,US
,,,12007353613,12/1/2007 08:46AM,1,45,3 X 40FT CONTAINER STC 16 PALLETSGHANA KHAYA/EDINAM/MRW SHORTS/,38812.37,0.00,EG
,,,12007354582,12/3/2007 11:05AM,1,21,NO.1 C&S WAWA K/D LUMBER(1599PCS),22182.82,0.00,DE
,,,12007354639,12/3/2007 11:26AM,1,1508,"4 X 20' CONTRS STC 1,508 PCSSAWN TEAK LUMBER",30393.28,0.00,IN
,,,12007354643,12/3/2007 11:26AM,1,135,1 X 40' CONT. STC. 135 PCS OFTEAK LUMBER,5984.61,0.00,IN
,,,12007354644,12/3/2007 11:26AM,1,1061,4 X 40' CONT. STC. 1061 PKGS. OFTEAK LOGS.,19591.00,0.00,IN
,,,12007354723,12/3/2007 11:52AM,1,1321,10 X 20' CONTRS STC 1.321 PIECESOF TEAK LOGS,30254.43,0.00,IN
,,,12007354844,12/3/2007 12:43PM,1,2354,"1 X 40' & 6 X 20' CONTRS STC 2,354PIECES OF TEAK LOGS",20450.55,0.00,IN
,,,12007354875,12/3/2007 12:51PM,1,728,6 X 20' CONTRS STC 728 PIECESOF TEAK LOGS,17176.16,0.00,IN
,,,12007355597,12/4/2007 09:11AM,1,12,1 X 40FT CONTAINER STC 12 BUNDLES(782 PCS) GHANA WAWA NO.1 COM/,20939.69,0.00,DE
,,,12007355617,12/12/2007 03:01PM,1,15,FAS GUAREA (AD) LUMBER(BREAK BULK),5759.32,0.00,FR
,,,12007355624,12/4/2007 09:19AM,1,11,FAS KHAYA IVORENSIS (KD) LUMBER(1X40 FT CONTAINER),32277.51,0.00,US
,,,12007355636,12/18/2007 12:56PM,1,23,FAS EMERI LUMBER (AD),11227.90,0.00,GB
,,,12007355733,12/4/2007 09:48AM,1,151,GHANA BLACK OFRAM NO. 1 C&SLUMBER AIR DRIED,86121.75,0.00,SN
,,,12007355752,12/4/2007 09:49AM,1,16,1X40' HC CONTAINER CONTG; GHANAWAWA NO. 1 C&S LUMBER KD,19993.06,0.00,IT
,,,12007355754,12/4/2007 09:49AM,1,16,1X40' CONTAINER CONTG; GHANAWAWA NO. 1 C&S LUMBER KD,23294.15,0.00,ZA
,,,12007355783,12/4/2007 09:57AM,1,22,1 X 40FT CONTAINER STC 16 PALLETSGHANA KHAYA/EDINAM/MRW SHORTS/,38860.51,0.00,EG
,,,12007355863,12/6/2007 10:25AM,1,18,1X40' CONTAINER CONTG; GHANAWAWA NO. 1 C&S LUMBER KD,16389.19,0.00,FR
,,,12007355864,12/4/2007 10:24AM,1,20,1X40' CONTAINER CONTG; GHANAWAWA NO. 1 C&S LUMBER KD,24655.02,0.00,FR
,,,12007355866,12/4/2007 10:24AM,1,16,1X40' CONTAINER CONTG; GHANAWAWA NO. 1 C&S LUMBER KD,22877.07,0.00,ZA
,,,12007356076,12/4/2007 11:09AM,1,36,LOVOA (WALNUT) FAS (AD) LUMBER,34767.56,0.00,SN
,,,12007357917,12/5/2007 10:26AM,1,20,1X40' CONTAINER CONTG; GHANAWAWA NO. 1 C&S LUMBER KD,24655.02,0.00,FR
,,,12007357918,12/5/2007 10:26AM,1,20,1X40' CONTAINER CONTG; GHANAWAWA NO. 1 C&S LUMBER/WAWA S2S,24048.61,0.00,FR
,,,12007358001,12/5/2007 10:51AM,1,20,1 X 40FT CONTAINER STC 20 BUNDLES(1132 PCS) GHANA KOTO FAS,24969.61,0.00,BE
,,,12007358002,12/5/2007 10:51AM,1,20,1 X 40FT CONTAINER STC 20 BUNDLES(3483 PCS) GHANA WAWA NO.1 COM/,21591.65,0.00,BE
,,,12007358897,12/5/2007 03:00PM,1,32,GHANA NO.1 C&S. WAWA LUMBER (KD),41604.63,0.00,ES
,,,12007359318,12/5/2007 05:48PM,1,20,1X40' HC CONTAINER CONTG; GHANASAPELE/KHAYA IVORENSIS SAWN TIMBER,31126.58,0.00,US
,,,12007359324,12/5/2007 05:52PM,1,13,FAS KHAYA IVORENSIS (KD) LUMBER(1X40 FT CONTAINER),31382.34,0.00,US
,,,12007359325,12/5/2007 05:52PM,1,19,NO.1 C & S WAWA (KD) LUMBER(1X40 FT CONTAINER),21416.56,0.00,NL
,,,12007359352,12/17/2007 11:18AM,1,33,1X40' HC CONTAINER CONTG: GHANAKOTO FAS LUMBER KD,15787.44,0.00,IT
,,,12007359368,12/17/2007 11:03AM,1,10,1X20' CONTAINER CONTG; GHANABLACK HYEDUA FAS LUMBER KD,11112.05,0.00,MY
,,,12007359680,12/6/2007 09:20AM,1,10,1X40' CONTAINER STC 773 PCSMAHOGANY FAS KD LUMBER,30348.63,0.00,US
,,,12007359720,12/6/2007 09:36AM,1,12,SAPELE FAS (KD) LUMBER,30336.21,0.00,US
,,,12007360261,12/6/2007 12:46PM,1,15,1X40' HC CONTAINER CONTG; GHANAWAWA SAWN TIMBER NO. 1 C&S KD,19806.58,0.00,HK
,,,12007360263,12/6/2007 12:46PM,1,18,1X40' CONTAINER CONTG; GHANAODUM FAS LUMBER KD,34968.28,0.00,GB
,,,12007360364,12/6/2007 04:16PM,1,162,618 PCS OF TEAK LOGS,35888.23,0.00,IN
,,,12007360503,12/6/2007 02:01PM,1,18,1X40' CONTAINER STC 1460 PCS GHANAODUM FAS KILN DRIED LUMBER,46457.35,0.00,CY
,,,12007360511,12/6/2007 02:01PM,1,15,1X40' CONTAINER STC 695 PCSGHANA DAHOMA FAS AIR DRIED LUMBER,7649.64,0.00,SA
,,,12007360519,12/6/2007 02:02PM,1,13,1X40'  CONTAINER STC 1093 PCSGHANA KOTO FAS KILN DRIED LUMBER,23193.09,0.00,IT
,,,12007360521,12/6/2007 02:02PM,1,20,1X40' CONTAINER STC 5558 PCS GHANAWAWA NO. 1 COMMON & SELECT KILN,19117.61,0.00,BE
,,,12007360586,12/6/2007 02:28PM,1,16,16 BDLS KD MIXED PRODUCTSSTC 5078 PCS,25412.32,0.00,DE
,,,12007360600,12/6/2007 02:28PM,1,23,"1 X 40FT CONTAINER STC 23 BUNDLES(1633 PCS) GHANA ODUM, ASANFINA/MRW",14187.11,0.00,LB
,,,12007360602,12/6/2007 02:28PM,1,18,1 X 40FT CONTAINER STC 18 BUNDLES(967 PCS) GHANA ODUM FAS KILN DRIED,15133.62,0.00,LB
,,,12007360608,12/6/2007 02:28PM,1,17,17 BDLS KD ODUM LUMBERSTC 4051 PIECES,34175.39,0.00,ID
,,,12007360618,12/6/2007 02:28PM,1,40,2 X 40FT CONTAINER STC 40 BUNDLES(2264 PCS) GHANA  STEAMED/WHITE,53944.96,0.00,BE
,,,12007360619,12/6/2007 02:28PM,1,22,1 X 40FT CONTAINER STC 22 BUNDLES(1325 PCS) GHANA MAHOGANY/SAPELE,26105.28,0.00,US
,,,12007360621,12/6/2007 02:28PM,1,30,2 X 40FT CONTAINERS STC 30 BUNDLES(1299 PCS) GHANA DAHOMA FAS,15345.79,0.00,LB
,,,12007360625,12/6/2007 02:28PM,1,16,1 X 40FT CONTAINER STC 16 BUNDLES(2119 PCS) GHANA WAWA NO.1 COM,19541.89,0.00,GB
,,,12007360627,12/6/2007 02:28PM,1,51,2 X 40FT CONTAINERS STC 51 BUNDLES(6528 PCS) GHANA WAWA NO.1 COM/,37278.62,0.00,BE
,,,12007360634,12/6/2007 02:28PM,1,18,1 X 40FT CONTAINER STC 18 BUNDLES(655 PCS) GHANA DANTA & DAHOMA FAS,8338.46,0.00,LB
,,,12007360635,12/6/2007 02:28PM,1,45,2 X 40FT CONTAINERS STC 45 BUNDLES(5604 PCS) GHANA WAWA NO.1 COM/,37361.18,0.00,BE
,,,12007360637,12/6/2007 02:28PM,1,16,1 X 40FT CONTAINER STC 16 BUNDLES(7099 PCS) GHANA WAWA NO.1 COM/,21751.13,0.00,GB
,,,12007360859,12/6/2007 03:50PM,1,14,14 BUNDLES KHAYA IVORENSISLUMBER FAS (KD) SAID TO CONTAIN,32612.71,0.00,US
,,,12007360860,12/6/2007 03:50PM,1,21,"21 BUNDLES EDINAM LUMBER FAS(KD) SAID TO CONTAIN 1,811 PIECES",21557.74,0.00,US
,,,12007360895,12/6/2007 04:02PM,1,1555,"GHANA FAQ TEAK LOGS BILLETSS.T.C. - 1,555 PIECES",30140.43,0.00,IN
,,,12007360900,12/6/2007 04:02PM,1,437,GHANA TEAK ROUNG LOGSSTC - 437 PIECES,5471.39,0.00,IN
,,,12007360905,12/6/2007 04:02PM,1,16,16 BUNDLES BLACK HYEDUA & KHAYAIVORENSIS FAS LUMBER (KD) SAID TO,25754.58,0.00,US
,,,12007361098,12/6/2007 05:40PM,1,13,"13 BUNDLES ODUM LUMBER FAS(KD) SAID TO CONTAIN 1,995 PIECES",39251.59,0.00,ES
,,,12007361129,12/6/2007 05:56PM,1,649,GHANA TEAK LOGS BILLETSS.T.C. - 649 PIECES,16331.35,0.00,IN
,,,12007362239,12/8/2007 10:45AM,1,36,2 X 40FT CONTAINER STC 36 BUNDLES(878 PCS) GHANA STEAMED YAYA AND,37241.64,0.00,LB
,,,12007362244,12/8/2007 10:46AM,1,16,1 X 40FT CONTAINER STC 16 BUNDLES(1580 PCS) GHANA MAHOGANY FAS KILN,26903.58,0.00,US
,,,12007362293,12/8/2007 11:41AM,1,18,1 X 40FT CONTAINER STC 18 BUNDLES(878 PCS) GHANA STEAMED YAYA AND,37241.64,0.00,LB
,,,12007362314,12/8/2007 12:07PM,1,40,GHANA BLACK OFRAM SAWN TIMBERNO. 1 C&S AIR DRIED,18555.32,0.00,SN
,,,12007363161,12/10/2007 09:23AM,1,16,1 X 40FT CONTAINER STC 16 BUNDLES(3155 PCS) GHANA WAWA NO.1 COM/,18459.95,0.00,ZA
,,,12007363495,12/10/2007 11:18AM,1,1974,"14 X 20' CONTRS STC 1,974 PIECESOF TEAK LOGS",40557.50,0.00,IN
,,,12007363624,12/10/2007 11:58AM,1,22,WAWA K/D LUMBER(1931PCS),23106.18,0.00,DE
,,,12007365115,12/11/2007 09:48AM,1,13,SAPELE K/D LUMBER(1378PCS),29656.90,0.00,US
,,,12007365732,12/11/2007 12:11PM,1,16,16 BUNDLES FAQ NIANGON INDUSTRIALSAWN TMBER (BOULES) AD STC 434 PCS.,12502.02,0.00,DE
,,,12007365810,12/11/2007 12:37PM,1,21,7 BUNDLES FAS MAKORE SAWN TIMBER(STRIPS) KD STC 1312 PCS.,23655.69,0.00,DE
,,,12007366048,12/12/2007 10:37AM,1,12,FAS NIANGON (AD) LUMBER(BREAK BULK),8137.77,0.00,FR
,,,12007366185,12/11/2007 01:55PM,1,17,17 BUNDLES FAS DENYA SAWN TIMBER(STRIPS) AD STC 1090 PCS,10067.04,0.00,DE
,,,12007366741,12/11/2007 04:07PM,1,1022,"28 X 20' & 22 X 40' CONTRS STC1,022 BUNDLES OF WAWA KD LUMBER/",78787.47,0.00,CN
,,,12007366779,12/17/2007 11:03AM,1,17,1X40' HC CONTAINER CONTG: GHANAWAWA SAWN TIMBER NO. 1 C&S KD,16078.56,0.00,HK
,,,12007366781,12/11/2007 04:08PM,1,20,1X40' CONTAINER CONTG; GHANAWAWA NO. 1 C&S LUMBER KD,24264.44,0.00,FR
,,,12007366948,12/11/2007 04:52PM,1,33,GUAREA FAS (AD) LUMBER,32033.04,0.00,FR
,,,12007367679,12/12/2007 09:48AM,1,16,WAWA N0.1 C&S (KD) LUMBER,22830.76,0.00,IT
,,,12007368128,12/12/2007 12:13PM,1,28,"28 BUNDLES ODUM LUMBER FAS(KD) SAID TO CONTAIN 1,376 PIECES",37814.69,0.00,IT
,,,12007368210,12/12/2007 12:37PM,1,2909,"8 X 20' CONTRS STC 2,909 PCSTEAK LUMBER",57499.94,0.00,DE
,,,12007368234,12/12/2007 12:45PM,1,11,1 X 40 PART CONTAINER S.T . C11 PALLETS OF GHANA MAKORE,37108.62,0.00,DE
,,,12007368238,12/12/2007 12:45PM,1,4,1 X 40 PART CONTAINER S. T. C4 BUNDLES (40 PCS ) GHANA WALNUT,7414.17,0.00,BE
,,,12007368243,12/12/2007 12:45PM,1,17,1 X 40 CONTAINER S. T. C17 PALLETS OF GHANA WAWA CEIBA,35541.70,0.00,DE
,,,12007368244,12/12/2007 12:45PM,1,12,1 X 40 PART CONTAINER S.T . C12 BUNDLES (4244 PCS) GHANA WAWA,11229.88,0.00,BE
,,,12007368249,12/12/2007 12:46PM,1,6,1 X 40 PART CONTAINER S. T. C6 BUNDLES (326 PCS ) GHANA DIBETUO,8525.61,0.00,DE
,,,12007368255,12/12/2007 12:46PM,1,3,1 X 40 PART CONTAINER S. T. C3 BUNDLES( 41 PCS ) GHANA SAPELE,5800.00,0.00,BE
,,,12007368343,12/12/2007 01:20PM,1,17,NO. 1 C&S WAWA  KD LUMBER1X40 CONT,19525.33,0.00,DE
,,,12007368346,12/12/2007 01:20PM,1,15,NO. 1 C& S WAWA KD LUMBER(1X40 CONTAINER),18681.91,0.00,DE
,,,12007368406,12/12/2007 01:35PM,1,37,2613 PCS GHANA BLACK OFRAM FAS AIRLUMBER,21432.64,0.00,SN
,,,12007368533,12/12/2007 02:23PM,1,4,1 X 40 PART CONTAINER S. T. C4 BUNDLES (671 PCS) OF GHANA,8680.41,0.00,BE
,,,12007368536,12/12/2007 02:23PM,1,8,1 X 40 PART CONTAINER S. T. C8 BUNDLES (938 PCS ) GHANA MIXED,23881.84,0.00,BE
,,,12007368537,12/12/2007 02:23PM,1,9,1 X 40 PART CONTAINER S. T. C9 BUNDLES (86 PCS) OF GHANA EDINAM,4446.11,0.00,BE
,,,12007368579,12/12/2007 02:24PM,1,20,1 X 40 CONATINER S. T. C20 BUNDLES (6401 PCS) GHANA WAWA,20809.50,0.00,BE
,,,12007368634,12/12/2007 02:42PM,1,36,36 BUNDLES STC 2269 PIECESGHANA BLACK OFRAM NO.1,15759.08,0.00,SN
,,,12007368643,12/12/2007 02:42PM,1,3435,2 X 20' CONT. STC. 3435 PCS OFTEAK LUMBER,14355.13,0.00,IN
,,,12007369739,12/13/2007 10:05AM,1,36,36 BUNDLES STC 2269 PIECESGHANA BLACK OFRAM NO.1,15759.08,0.00,SN
,,,12007369742,12/13/2007 10:05AM,1,17,1X40' HC CONTAINER CONTG; GHANAWAWA NO. 1 C&S LUMBER KD,19088.69,0.00,FR
,,,12007369747,12/13/2007 10:05AM,1,38,3 X 40FT CONTAINERS STC 38 BUNDLES(2490 PCS) GHANA WAWA NO.1 COM/,40273.54,0.00,SA
,,,12007369914,12/14/2007 10:45AM,1,16,16 BUNDLES OTIE AD LUMBERCONTG. 1793 PCS,7850.54,0.00,IT
,,,12007369915,12/13/2007 11:04AM,1,17,MIXED KD LUMBERCONTG. 13597 PCS,16372.10,0.00,DE
,,,12007369918,12/13/2007 11:04AM,1,11,"KD AVODIRE LUMBERCONTG. 1,375 PCS",18540.46,0.00,LB
,,,12007370131,12/13/2007 12:16PM,1,10,1X40' CONTAINER STC 684 PCSMAHOGANY FAS  KD  LUMBER,30360.90,0.00,US
,,,12007370284,12/13/2007 12:54PM,1,16,1X40' CONTAINER CONTG: GHANAWAWA NO. 2 C&S LUMBER KD,19287.81,0.00,ZA
,,,12007370512,12/13/2007 01:57PM,1,15,AVODIRE KD LUMBERCONTG. 1579PCS,21959.15,0.00,LB
,,,12007370515,12/13/2007 01:57PM,1,20,1X40' CONTAINER CONTG: GHANAWAWA NO. 1 C&S LUMBER KD,23688.41,0.00,FR
,,,12007370521,12/13/2007 01:58PM,1,14,1X40' HC CONTAINER CONTG; GHANAWAWA SAWN TIMBER NO. 2 C&S KD,19052.83,0.00,SA
,,,12007370736,12/13/2007 03:19PM,1,16,WAWA N0.1 C&S (KD) LUMBER,21247.74,0.00,IT
,,,12007370737,12/13/2007 03:19PM,1,16,WAWA N01 C&S (KD) LUMBER,20929.14,0.00,ES
,,,12007370993,12/13/2007 04:48PM,1,43,WAWA AD LUMBER(5904 PCS),5199.43,0.00,NL
,,,12007371181,12/13/2007 05:49PM,1,6967,50 X 40 & 15 X 20 CONTAINERSS. T. C. 6967 PCS OF TEAK ROUND,279715.71,0.00,IN
,,,12007371636,12/14/2007 09:29AM,1,16,1X20' CONTAINER STC 6084 PCS FASPAPAO SQUARES,16093.32,0.00,HR
,,,12007371746,12/14/2007 10:12AM,1,10,1 X 20' CONT. STC. 10 BUNDLESWAWA KD FINGER JOINTED (8064 PCS),10238.43,0.00,TW
,,,12007371969,12/14/2007 11:34AM,1,30,1X40' CONTAINER STC 1339 PCSGHANA DAHOMA FAS AIR DRIED LUMBER,15427.42,0.00,SA
,,,12007372074,12/14/2007 12:08PM,1,16,WAWA N0.1 C&S (KD) LUMBER,21195.11,0.00,IT
,,,12007372084,12/14/2007 12:08PM,1,16,WAWA N0.1 C&S (KD) LUMBER,20382.98,0.00,ES
,,,12007372338,12/14/2007 01:17PM,1,20,1 X 40FT CONTAINER STC 20 BUNDLES(587 PCS) GHANA ODUM FAS KD,24986.97,0.00,IE
,,,12007372344,12/14/2007 01:18PM,1,17,1 X 40FT CONTAINER STC 17 BUNDLES(2668 PCS) GHANA WAWA NO.1 COM,19148.87,0.00,GB
,,,12007372412,12/14/2007 01:37PM,1,10,10 BUNDLES MAHOGANY KD LUMBERSTC 1303 PCS,24151.32,0.00,US
,,,12007372926,12/20/2007 03:25PM,1,2818,GHANA TEAK ROUGH SQUARE EDGEDSTC - 2818 PIECES,50571.27,0.00,IN
,,,12007373351,12/20/2007 01:32PM,1,18,1 X 40 CONTAINER S. T. C18 PALLETS OF GHANA CHEN CHEN,27335.48,0.00,DK
,,,12007373353,12/14/2007 06:31PM,1,209,5 X 40FT CONTAINERS STC 209 BUNDLES(65900 PCS) OF GHANA MIXED REDWOODS,17195.39,0.00,CN
,,,12007373765,12/15/2007 11:48AM,1,16,1 X 40FT CONTAINER STC 16 BUNDLES(1580 PCS) GHANA MAHOGANY FAS KILN,26948.01,0.00,US
,,,12007373766,12/15/2007 11:48AM,1,16,1 X 40FT CONTAINER STC 16 BUNDLES(1580 SHEETS) GHANA CEIBA BB/CC,26948.01,0.00,US
,,,12007375367,12/17/2007 11:16AM,1,316,GHANA FAQTEAK ROUND LOGS/BILLETS - STC 316 PIECES,5116.43,0.00,IN
,,,12007375442,12/17/2007 11:31AM,1,16,1 X 40' STC.WAWA K/D LUMBER,19727.11,0.00,GB
,,,12007375710,12/17/2007 12:52PM,1,2298,2298 PCS OF TEAK LOGS,28939.27,0.00,IN
,,,12007375924,12/17/2007 01:49PM,1,8,"8 X 20"" CONTAINERS S.T.C. TEAKLUMBER",62426.80,0.00,IN
,,,12007375956,12/17/2007 01:58PM,1,15,"3 X 40"" & 12 X 20"" CONTAINERS S.T.CTEAK LUMBER",117243.73,0.00,IN
,,,12007375999,12/17/2007 02:14PM,1,49,"49 X 20"" CONTAINERS S.T.C. TEAKLUMBER",381373.99,0.00,IN
,,,12007377220,12/18/2007 10:40AM,1,19,WAWA N0.1 C&S (KD) LUMBER,18287.45,0.00,FR
,,,12007377391,12/18/2007 11:36AM,1,19,FAS EDINAM (KD) LUMBER1X40 CONT,22488.80,0.00,US
,,,12007377396,12/18/2007 11:36AM,1,12,FAS EDINAM  (KD) LUMBER1X40 CONT,23624.40,0.00,US
,,,12007377625,12/18/2007 12:29PM,1,47,MIXED KD LUMBER,29473.46,0.00,DE
,,,12007377788,12/18/2007 01:28PM,1,696,1X40  CONTAINER STCEMERI LUMBER,13639.14,0.00,GB
,,,12007377857,12/18/2007 01:30PM,1,19,FAS ODUM KD LUMBER1X40 CONT,36076.75,0.00,GB
,,,12007378315,12/18/2007 02:58PM,1,16,1X40' CONTAINER CONTG; GHANAWAWA NO. 1 C&S LUMBER KD,24850.17,0.00,IT
,,,12007378664,12/18/2007 04:28PM,1,15,602 PCS EMERI FAS AD LUMBER,15498.65,0.00,GB
,,,12007378665,12/18/2007 04:28PM,1,21,1035 PCS EMERI  FAS AD LUMBER,19395.70,0.00,GB
,,,12007378719,12/21/2007 12:35PM,1,11,1X40' CONTAINER STC 880 PCS SAPELESQUARE EDGED KD LUMBER,19682.80,0.00,GB
,,,12007378720,12/18/2007 04:29PM,1,17,713 PCS EMIRE FAS AD LUMBER,18540.73,0.00,DE
,,,12007378724,12/18/2007 04:29PM,1,48,3X40' CONTAINERS CONTG: GHANAWAWA NO. 1 C&S LUMBER KD,71490.24,0.00,IT
,,,12007378951,12/18/2007 05:47PM,1,32,2X40' CONTAINERS STC 2529 PCSSAPELE & EMIRE LUMBER,64167.70,0.00,DE
,,,12007380616,12/20/2007 12:10PM,1,47,MIXED KD LUMBER,29473.46,0.00,DE
,,,12007380639,12/20/2007 12:24PM,1,4,"4 X 20"" CONTAINERS S.T.C. TEAKLUMBER",31171.79,0.00,IN
,,,12007380921,12/20/2007 01:31PM,1,16,1 X 40FT CONTAINER STC 16 BUNDLES(1539 PCS) GHANA WAWA NO.2 C/S,13326.34,0.00,SA
,,,12007380926,12/20/2007 01:31PM,1,22,1 X 40FT CONTAINER STC 22 BUNDLES(958 PCS) GHANA,26073.16,0.00,BE
,,,12007380927,12/20/2007 01:31PM,1,20,1 X 40FT CONTAINER STC 20 BUNDLES(1295 PCS) GHANA WHITE KOTO FAS,22367.81,0.00,BE
,,,12007380934,12/20/2007 01:31PM,1,38,2 X 40FT CONTAINERS STC 38 BUNDLES(4858 PCS) GHANA WAWA NO.1 COM/,42894.14,0.00,BE
,,,12007380937,12/20/2007 01:31PM,1,30,2 X 40FTCONTAINERS STC 30 BUNDLES(1921 PCS) GHANA WAWA NO.2 COM/,25369.54,0.00,SA
,,,12007380943,12/20/2007 01:32PM,1,18,1 X 40FTCONTAINER STC 18 BUNDLES(2408 PCS) GHANA WAWA NO.1 COM/,22057.17,0.00,BE
,,,12007380945,12/20/2007 01:32PM,1,1841,2 X 40FT CONTAINERS STC 41 BUNDLES(6656 PCS) GHANA WAWA NO.1 COM/,40856.76,0.00,BE
,,,12007380946,12/20/2007 01:32PM,1,16,1 X 40FT CONTAINER STC 16 BUNDLES(7099 PCS) GHANA WAWA NO.1 COM/,21335.88,0.00,GB
,,,12007380951,12/20/2007 01:32PM,1,20,1 X 40FT CONTAINER STC 20 BUNDLES(1147 PCS) GHANA STEAMED KOTO,30660.06,0.00,BE
,,,12007380955,12/20/2007 01:32PM,1,24,1 X 40FT CONTAINER STC 24 BUNDLES(1145 PCS) GHANA KOTO FAS,27426.28,0.00,BE
,,,12007381271,12/20/2007 02:48PM,1,10,GHANA FAS PAPAO (AD) STRIPS/LUMBERS.T.C. - 15330 PIECES,16878.08,0.00,ID
,,,12007381279,12/20/2007 02:49PM,1,16,1X40' CONTAINER CONTG; GHANAWAWA NO. 1 C&S LUMBER KD,22737.23,0.00,HK
,,,12007381498,12/20/2007 03:43PM,1,15,1 X 20' CONT. STC. 15 BUNDLESWAWA KD MOULDINGS/FINGER,10072.86,0.00,MY
,,,12007381944,12/20/2007 06:06PM,1,14,MIXED RED WOOD (AD) LUMBER,13868.46,0.00,QA
,,,12007381949,12/20/2007 06:07PM,1,74,MIXED RED WOOD FAS (AD) LUMBER,81856.25,0.00,AE
,,,12007381951,12/20/2007 06:07PM,1,42,DENYA FAS (AD) LUMBER,16427.78,0.00,NL
,,,12007381952,12/20/2007 06:07PM,1,14,KHAYA FAS (KD) LUMBER,25632.58,0.00,US
,,,12007382443,12/21/2007 09:58AM,1,28,28 X 20FT CONTAINERS STC:539.606M3 (13629 PCS) OF TEAK,204858.72,0.00,IN
,,,12007382600,12/21/2007 10:48AM,1,6,6 X 20FT CONTAINERS STC97.219M3 (1590 PCS) OF TEAK ROUND,34830.95,0.00,IN
,,,12007382935,12/21/2007 02:55PM,1,15,WAWA K/D LUMBER(1309PCS),13028.76,0.00,DE
,,,12007382940,12/21/2007 12:34PM,1,15,KHAYA K/D LUMBER(1398PCS),31542.09,0.00,US
,,,12007382944,12/27/2007 12:44PM,1,14,WAWA K/D LUMBER(1187PCS),143.39,0.00,SA
,,,12007382946,12/21/2007 12:34PM,1,12,1X40' HC CONTAINER CONTG; GHANADAHOMA SAWN TIMBER FAS AIR DRIED,6820.41,0.00,SA
,,,12007382949,12/21/2007 12:35PM,1,20,2X40' HC CONTAINERS CONTG; GHANAWAWA NO. 1 C&S LUMBER KD,36097.74,0.00,FR
,,,12007383147,12/21/2007 01:41PM,1,11,DAHOMA FAS (AD) LUMBER,10094.55,0.00,GB
,,,12007383152,12/21/2007 01:41PM,1,16,1X40' CONTAINER STC 1815 PCSGHANA WAWA NO. 1 C&S KILN DRIED,20870.56,0.00,FR
,,,12007383157,12/21/2007 01:41PM,1,13,KUSSIA FAS (AD) LUMBER,11320.34,0.00,NL
,,,12007383161,12/21/2007 01:41PM,1,46,DENYA FAS (AD) LUMBER,30366.21,0.00,NL
,,,12007383248,12/21/2007 02:15PM,1,20,NO. 1 C & S WAWA (KD) LUMBER(1X40 CONTAINER),20671.86,0.00,DE
,,,12007383256,12/21/2007 02:15PM,1,60,FAQ NIANGON BOULES (AD),36644.87,0.00,FR
,,,12007383259,12/21/2007 02:15PM,1,27,NO. 1 C & S WAWA (KD) LUMBER(2X40 CONTAINERS),35862.66,0.00,ZA
,,,12007383334,12/21/2007 02:38PM,1,90515,"GHANA RUBBER WOOD (KD) LUMBERS.T.C. -  90,515 PIECES",15871.30,0.00,MY
,,,12007383587,12/21/2007 03:47PM,1,11,"11 X 20"" CONTAINERS S.T.C. TEAKLUMBER",85718.54,0.00,IN
,,,12007383669,12/21/2007 04:21PM,1,30,1589 PCS GHANA GUAREA AYAN FASAIR DRIED LUMBER,15340.53,0.00,FR
,,,12007383898,12/21/2007 05:15PM,1,22,22 BUNDLES 1 C & S WAWA KD LUMBERSTC 1826 PCS,29963.21,0.00,DE
,,,12007383908,12/21/2007 05:16PM,1,17,1 X 40FT CONTAINER STC 17 PALLETSOF GHANA KHAYA SAPEIE KHAYA QUARTER,59582.45,0.00,IT
,,,12007383929,12/21/2007 05:16PM,1,17,1 X 40' CONTAINER S.T.C 17 BUNDLES(7315 PCS) GHANA WAWA GRADE II KILN,19474.69,0.00,BE
,,,12007384442,12/22/2007 09:55AM,1,20,1X40' CONTAINER CONTG; GHANAWAWA NO. 1 C&S LUMBER KD,23015.69,0.00,FR
,,,12007384468,12/22/2007 10:14AM,1,17,1 X 40FT CONTAINER STC 17 BUNDLES(2133 PCS) GHANA WAWA NO.1 COM/,20376.66,0.00,GB
