House Code,House Heads Code,House  Description,Date Processed,Items Number,Number of  Packages,Goods Description 1,Items Cif Ghc,Amount Paid Ghc,Country  Destinaton
,,,6/2/2010 10:32AM,1,5000,5000 CTNS FRESH YAM,71390.00,0.00,NL
,,,6/4/2010 11:40AM,1,1000,FRESH YAMS,16563.20,0.00,GB
,,,6/7/2010 12:11PM,1,1000,1000 CTNS OF FRESH YAM,28270.44,0.00,US
,,,6/28/2010 04:15PM,1,80,80 CATRONS OF YAM,1557.14,0.00,NL
,,,6/9/2010 10:14AM,1,300,FRESH YAMS,6139.08,0.00,DE
,,,6/14/2010 03:04PM,1,200,200 CTNS FRESH YAMS,4774.84,0.00,DE
,,,6/16/2010 03:19PM,1,900,FRESH YAM,23162.76,0.00,US
,,,6/17/2010 04:43PM,1,945,945 CTNS FRESH YAM,23040.05,0.00,NL
,,,7/27/2010 11:19AM,1,945,945 CTNS FRESH YAM,23040.05,0.00,IT
,,,7/13/2010 09:48AM,1,2000,2000 CTNS FRESH YAM,43092.00,0.00,GB
,,,7/2/2010 12:59PM,1,500,500 CTNS FRESH YAMS,12898.80,0.00,US
,,,7/6/2010 10:18AM,1,960,960 CTNS FRESH YAMS,20928.00,0.00,GB
,,,7/6/2010 07:41PM,1,500,500 CTNS FRESH YAMS,10900.00,0.00,US
,,,7/7/2010 09:22AM,1,1000,1000 CTNS FRESH YAMS,25855.20,0.00,US
,,,7/7/2010 12:44PM,1,900,FRESH YAMS,24418.80,0.00,CA
,,,7/9/2010 01:29PM,1,700,FRESH YAMS,17650.78,0.00,NL
,,,7/9/2010 12:39PM,1,1000,FRESH YAMS,17440.00,0.00,GB
,,,9/13/2010 11:48AM,1,10000,"10,000 CTNS FRESH YAMS",21570.00,0.00,GB
,,,7/20/2010 02:45PM,1,520,13 PLTS STC 520 CTNS FRESH YAMS,13188.45,0.00,NL
,,,7/20/2010 11:24AM,1,2000,"2,000 FRESH YAMS",28862.00,0.00,GB
,,,7/20/2010 02:39PM,1,1000,1000 CTNS FRESH YAMS,25975.80,0.00,US
,,,7/20/2010 03:03PM,1,800,800 CTNS FRESH YAMS,20780.64,0.00,US
,,,7/20/2010 04:05PM,1,1000,FRESH YAMS,25975.80,0.00,US
,,,7/21/2010 10:24AM,1,1200,FRESH YAMS,31458.00,0.00,NL
,,,7/21/2010 12:20PM,1,1000,FRESH YAMS,25975.80,0.00,US
,,,7/23/2010 11:44AM,1,4000,"4,000 FRESH YAMS",57724.00,0.00,GB
,,,7/23/2010 12:10PM,1,450,450 CTNS FRESH YAMS,9091.53,0.00,ZA
,,,7/23/2010 01:09PM,1,500,500 CTNS FRESH YAMS,12987.90,0.00,US
,,,7/23/2010 02:54PM,1,1000,FRESH YAMS,25975.80,0.00,US
,,,7/23/2010 02:54PM,1,1000,FRESH YAMS,17701.60,0.00,GB
,,,7/26/2010 09:50AM,1,700,FRESH YAMS,18183.06,0.00,CA
,,,8/17/2010 09:14AM,1,1890,1890 CTNS FRESH YAM,49546.35,0.00,NL
,,,7/26/2010 10:15AM,1,945,945 CTNS FRESH YAM,24773.18,0.00,IT
,,,7/27/2010 01:33PM,1,900,900  CTNS FRESH YAMS,23454.36,0.00,US
,,,7/28/2010 10:54AM,1,1000,FRESH YAMS,26060.40,0.00,US
,,,7/28/2010 10:56AM,1,1200,FRESH YAMS,31272.48,0.00,US
,,,7/28/2010 11:15AM,1,500,500 CTNS FRESH YAMS,13030.20,0.00,US
,,,7/28/2010 01:16PM,1,900,900 CTNS OF FRESH YAM,23454.36,0.00,US
,,,7/28/2010 03:45PM,1,1000,FRESH YAMS,26060.40,0.00,US
,,,7/30/2010 11:40AM,1,520,13 PLTS STC 520 CTNSFRESH YAMS,10901.36,0.00,DE
,,,7/30/2010 11:48AM,1,2000,2000 CTNS FRESH YAMS,35848.00,0.00,GB
,,,7/30/2010 02:11PM,1,800,FRESH YAM,20848.32,0.00,CA
,,,8/2/2010 09:58AM,1,1,1 BOX OF YAM40 BOXES OF YAM ON 1 PALLET,25584.72,0.00,IT
,,,,7,50,50 BOXES OF YAM,1339.26,0.00,
,,,8/2/2010 11:56AM,1,6000,FRESH YAMS,134430.00,0.00,GB
,,,8/2/2010 12:04PM,1,4000,FRESH YAMS,134769.60,0.00,FR
,,,8/2/2010 04:42PM,1,320,320 CTNS OF FRESH YAM,22405.00,0.00,GB
,,,8/3/2010 09:54AM,1,480,480 CTNS. FRESH YAMS,12706.18,0.00,IT
,,,8/5/2010 09:02AM,1,1000,FRESH YAMS,26040.60,0.00,US
,,,8/5/2010 12:30PM,1,840,FRESH YAMS,19184.76,0.00,GB
,,,8/5/2010 02:16PM,1,600,600 CTNS FRESH YAMS,10962.72,0.00,GB
,,,8/9/2010 02:25PM,1,900,900 BOXES OF FRESH YAMS,26040.60,0.00,US
,,,8/10/2010 12:29PM,1,1030,FRESH YAMS,26756.93,0.00,US
,,,8/11/2010 10:23AM,1,1890,1890 CTNS FRESH YAM,50700.01,0.00,NL
,,,8/11/2010 12:50PM,1,280,280 CTNS FRESH YAMS,7511.11,0.00,NL
,,,8/11/2010 12:56PM,1,900,FRESH YAMS,23379.84,0.00,US
,,,8/11/2010 01:15PM,1,1000,1000 CTNS FRESH YAMS,18425.60,0.00,GB
,,,8/12/2010 11:34AM,1,1000,1000 CARTONS FRESH YAMS,25977.60,0.00,US
,,,8/12/2010 12:07PM,1,1000,1000 CARTONS FRESH YAMS,28864.00,0.00,US
,,,8/13/2010 08:47AM,1,1000,1000 CTNS OF FRESH YAM,28575.36,0.00,US
,,,8/13/2010 12:01PM,1,1000,1000 CTNS OF FRESH YAM1 BOX OF YAM,14611.50,0.00,GB
,,,8/13/2010 12:26PM,1,500,500 CTN OF FRESH YAMS,12988.80,0.00,US
,,,8/13/2010 04:44PM,1,1200,FRESH YAM,288640.00,0.00,US
,,,8/14/2010 11:13AM,1,900,FRESH YAMS,23379.84,0.00,US
,,,9/6/2010 01:50PM,1,10000,"10,000 CTNS OF YAMS",28864.00,0.00,GB
,,,8/16/2010 04:03PM,1,300,FRESH YAM,7793.28,0.00,CA
,,,8/17/2010 02:37PM,1,400,FRESH YAM,10394.64,0.00,CA
,,,8/17/2010 03:55PM,1,955,955CARTONS FRESH YAMS,24817.20,0.00,US
,,,8/18/2010 11:50AM,1,10000,FRESH YAMS,144370.00,0.00,GB
,,,8/18/2010 01:31PM,1,120,120 CTNS FRESH YAMS,3110.35,0.00,DE
,,,8/19/2010 11:26AM,1,1000,1000 CTNS FRESH YAMS,18058.40,0.00,GB
,,,8/24/2010 02:37PM,1,400,FRESH YAMS::-(10 PALLETS CTNG 400 CTNS),10394.64,0.00,GB
,,,8/19/2010 04:22PM,1,800,800 CTNS OF FRESH YAMS,5774.80,0.00,GB
,,,8/19/2010 04:34PM,1,800,800 CTNS OF FRESH YAMS,5774.80,0.00,GB
,,,8/20/2010 08:51AM,1,2000,FRESH YAMS,45146.00,0.00,GB
,,,8/20/2010 12:28PM,1,485,485 CTN OF FRESH YAMS,12603.50,0.00,US
,,,8/23/2010 05:30PM,1,11200,11200 CTNS X 25 KGS FRESH YAMS,252817.60,0.00,GB
,,,8/24/2010 08:38AM,1,1000,FRESH YAMS,25986.60,0.00,US
,,,8/24/2010 10:21AM,1,1000,1000 CTN OF FRESH YAMS,25986.60,0.00,US
,,,8/25/2010 12:04PM,1,150,FRESH YAMS,135060.00,0.00,GB
,,,8/24/2010 12:40PM,1,900,FRESH YAMS,23387.94,0.00,US
,,,8/25/2010 03:56PM,1,1000,"1,000 CTNS FRESH YAM",23099.20,0.00,US
,,,8/25/2010 10:07AM,1,900,FRESH YAMS,23387.94,0.00,US
,,,8/25/2010 12:14PM,1,1000,FRESH YAMS,25986.60,0.00,US
,,,8/25/2010 01:25PM,1,1000,FRESH YAMS,25986.60,0.00,US
,,,8/25/2010 01:43PM,1,3000,FRESH YAMS,1082775.00,0.00,GB
,,,8/25/2010 02:39PM,1,1000,FRESH YAMS,25986.60,0.00,US
,,,8/26/2010 03:27PM,1,1000,1000 CTNS OF FRESH YAMS,4331.10,0.00,US
,,,8/26/2010 01:44PM,1,1000,1000 CTNS OF FRESH YAMS,4331.10,0.00,US
,,,8/25/2010 03:56PM,1,1000,"1,000 CTNS FRESH YAM",25986.60,0.00,US
,,,8/27/2010 11:18AM,1,3000,FRESH YAMS,77959.80,0.00,CA
,,,8/27/2010 01:25PM,1,2000,2000 CTNS OF FRESH YAM1 BOX OF YAM,28560.69,0.00,GB
,,,8/30/2010 11:32AM,1,485,485 CTN OF FRESH YAMS,12603.50,0.00,US
,,,8/31/2010 02:41PM,1,900,900 BOXES OF FRESH YAMS,25970.40,0.00,US
,,,8/31/2010 02:55PM,1,300,FRESH YAMS,7791.12,0.00,US
,,,9/1/2010 07:28AM,1,900,900 BOXES OF FRESH YAMS,25970.40,0.00,US
,,,9/1/2010 12:12PM,1,1000,FRESH GHANA YAMS,25970.40,0.00,US
,,,9/1/2010 02:54PM,1,240,240 CTNS OF FRESH YAM,5481.20,0.00,ZA
,,,9/1/2010 04:45PM,1,1000,1000 CTNS OF FRESH YAM,28567.44,0.00,US
,,,9/1/2010 05:16PM,1,1000,1000 CTNS FRESH YAMS,17960.00,0.00,US
,,,9/2/2010 01:09PM,1,520,520 CTNS OF FRESH YAM (13 PALLETS),13360.26,0.00,NL
,,,9/3/2010 02:29PM,1,1200,FRESH YAMS,30831.36,0.00,NL
,,,9/3/2010 02:29PM,1,4000,FRESH YAMS,89800.00,0.00,GB
,,,9/8/2010 10:06AM,1,1000,1 X 40' CONTAINER STC1000 CARTONS OF FRESH YAM,11542.40,0.00,US
,,,9/6/2010 11:14AM,1,520,520 CTNS OF FRESH YAM (13 PALLETS ),9543.04,0.00,GB
,,,9/6/2010 11:53AM,1,1000,1000 CTNS OF FRESH YAMS,25970.40,0.00,US
,,,9/6/2010 02:40PM,1,552,FRESH YAMS,14182.43,0.00,BE
,,,9/7/2010 02:03PM,1,5000,5000 CTNS OF FRESH YAM,36072.50,0.00,IT
,,,9/7/2010 04:34PM,1,1000,1000 CTNS OF FRESH YAMS,4328.70,0.00,US
,,,9/8/2010 09:23AM,1,1000,FRESH YAMS,25972.20,0.00,US
,,,9/9/2010 03:02PM,1,5000,5000 CTNS OF FRESH YAM,36072.50,0.00,US
,,,9/9/2010 09:28AM,1,1030,FRESH YAMS,26751.37,0.00,US
,,,9/11/2010 09:48AM,1,400,FRESH YAM,10388.88,0.00,US
,,,9/28/2010 11:17AM,1,800,FRESH YAMS,20777.76,0.00,CA
,,,9/14/2010 12:47PM,1,80,FRESH YAMS,2078.35,0.00,GB
,,,9/15/2010 02:06PM,1,1000,1000 CARTONS FRESH YAMS,25979.40,0.00,US
,,,9/15/2010 02:15PM,1,2000,2000 CTNS FRESH YAMS,35747.20,0.00,US
,,,9/15/2010 02:33PM,1,1000,FRESH YAMS,26810.40,0.00,GB
,,,9/15/2010 02:35PM,1,1000,FRESH YAMS,26810.40,0.00,GB
,,,9/15/2010 02:37PM,1,1000,FRESH YAMS,26810.40,0.00,GB
,,,9/15/2010 03:16PM,1,600,FRESH YAMS,15538.32,0.00,NL
,,,9/16/2010 10:25AM,1,1000,FRESH YAM,25979.40,0.00,US
,,,9/17/2010 07:17PM,1,400,400 CTNS FRESH YAMS,7216.50,0.00,ZA
,,,9/20/2010 10:07AM,1,10000,"10,000 CTNS OF FRESH YAMS",28866.00,0.00,US
,,,9/20/2010 11:48AM,1,10000,"10,000 CTNS FRESH YAMS",22342.00,0.00,GB
,,,9/29/2010 03:16PM,1,10000,FRESH YAMS,144280.00,0.00,GB
,,,10/4/2010 10:18AM,1,2600,FRESH YAMS,6752.30,0.00,US
,,,9/23/2010 02:57PM,1,3000,FRESH YAMS,57712.00,0.00,GB
,,,9/24/2010 02:39PM,1,520,520 CTNS OF FRESH YAM (13 PALLETS),13776.67,0.00,NL
,,,9/24/2010 02:49PM,1,1100,1100 CTNS OF FRESH YAM,29142.96,0.00,IT
,,,9/27/2010 12:14PM,1,800,FRESH YAMS,20776.32,0.00,US
,,,9/27/2010 12:34PM,1,485,485 CTN OF FRESH YAMS,12595.64,0.00,US
,,,9/27/2010 12:40PM,1,485,485 CTN OF FRESH YAMS,12595.64,0.00,US
,,,9/27/2010 03:39PM,1,1000,FRESH YAMS,25970.40,0.00,US
,,,9/28/2010 11:35AM,1,500,500CTN FRESH YAMS,12985.20,0.00,NL
,,,9/28/2010 08:57AM,1,520,FRESH YAMS,13504.61,0.00,GB
,,,9/28/2010 05:19PM,1,3000,FRESH YAMS,43284.00,0.00,GB
,,,9/29/2010 12:58PM,1,1000,FRESH YAM,25970.40,0.00,US
,,,9/29/2010 01:02PM,1,1000,FRESH YAM,25970.40,0.00,US
,,,9/29/2010 03:59PM,1,900,FRESH YAMS,23373.36,0.00,US
,,,9/29/2010 04:08PM,1,900,FRESH YAMS,23373.36,0.00,US
,,,9/30/2010 08:31AM,1,900,FRESH YAMS,23373.36,0.00,US
,,,9/30/2010 04:33PM,1,1100,1100 CTNS OF FRESH YAMS,27183.80,0.00,IT
,,,9/30/2010 04:33PM,1,1000,FRESH YAM,25970.40,0.00,US
,,,10/1/2010 03:19PM,1,200,FRESH YAMS,5194.08,0.00,ZA
,,,10/5/2010 10:11AM,1,1000,FRESH YAMS,25902.00,0.00,US
,,,10/5/2010 11:29AM,1,10000,10000CTNS FRESH YAMS,227290.00,0.00,GB
,,,10/6/2010 02:55PM,1,1000,FRESH YAMS,25902.00,0.00,US
,,,10/7/2010 09:47AM,1,5200,5200 CTNS OF FRESH YAMS,118190.80,0.00,IT
,,,10/11/2010 12:10PM,1,1000,1000 CTNS FRESH YAMS,22729.00,0.00,GB
,,,10/11/2010 12:23PM,1,1000,1000 CTNS FRESH YAMS,25902.00,0.00,US
,,,10/11/2010 01:53PM,1,800,FRESH YAMS,20721.60,0.00,US
,,,10/11/2010 02:13PM,1,1890,1890 CTNS FRESH YAM,52274.38,0.00,NL
,,,10/12/2010 06:28PM,1,900,900 BOXES OF FRESH YAMS,25894.80,0.00,US
,,,10/13/2010 01:30PM,1,1000,FRESH YAMS,28070.00,0.00,NL
,,,10/13/2010 03:53PM,1,10000,10000 CTNS FRESH YAMS,258948.00,0.00,US
,,,10/14/2010 12:50PM,1,250,250 CTNS FRESH YAMS,719.30,0.00,ZA
,,,10/15/2010 12:58PM,1,810,FRESH YAM,20974.79,0.00,CA
,,,10/15/2010 03:22PM,1,650,650 BOXES OF FRESH YAM,13032.50,0.00,IT
,,,10/15/2010 03:59PM,1,1000,1000 CTNS FRESH YAMS,22935.00,0.00,GB
,,,10/19/2010 03:12PM,1,1200,FRESH YAMS,31101.84,0.00,US
,,,10/20/2010 11:35AM,1,600,FRESH YAMS,15550.92,0.00,US
,,,10/20/2010 11:56AM,1,1000,1000 FRESH YAMS AND ASSORTEDFOOD ITEMS,11519.20,0.00,SA
,,,10/20/2010 12:57PM,1,1000,FRESH YAM,28510.02,0.00,US
,,,10/20/2010 04:23PM,1,1000,FRESH YAM,25918.20,0.00,US
,,,10/20/2010 04:51PM,1,1000,1000 CTNS FRESH YAMS,25918.20,0.00,US
,,,12/9/2010 03:55PM,1,800,FRESH YAMS,18256.00,0.00,GB
,,,10/25/2010 11:28AM,1,1000,FRESH YAMS,27384.00,0.00,GB
,,,10/26/2010 10:24AM,1,200,FRESH YAMS,5663.84,0.00,DE
,,,10/26/2010 02:44PM,1,1000,FRESH YAMS,25918.20,0.00,US
,,,10/27/2010 02:30PM,1,1150,FRESH YAMS,32567.08,0.00,NL
,,,10/28/2010 02:33PM,1,10000,"10,000 CTNS OF FRESH YAMS",113335.00,0.00,GB
,,,10/29/2010 01:07PM,1,10000,"10,000 CTNS OF FRESH YAMS",113335.00,0.00,GB
,,,10/28/2010 03:27PM,1,1200,"1,200 CTNS FRESH YAM",3455.76,0.00,BE
,,,10/28/2010 03:34PM,1,3000,FRESH YAMS,43197.00,0.00,GB
,,,10/29/2010 12:10PM,1,100,100 CTNS FRESH YAMS,1727.88,0.00,GM
,,,11/2/2010 02:04PM,1,1150,FRESH YAMS,32369.05,0.00,NL
,,,11/3/2010 10:19AM,1,1000,1000 CTNS FRESH YAMS,23101.00,0.00,GB
,,,11/3/2010 10:19AM,1,1165,FRESH YAMS,32791.26,0.00,NL
,,,11/5/2010 11:40AM,1,2400,FRESH YAMS,55442.40,0.00,GB
,,,11/3/2010 10:29AM,1,489,FRESH YAMS,12677.52,0.00,US
,,,11/3/2010 10:35AM,1,524,FRESH YAMS AND GARI,13584.91,0.00,US
,,,11/3/2010 11:39AM,1,2000,FRESH YAMS,28806.00,0.00,GB
,,,11/30/2010 12:40PM,1,2040,2040 CTNS FRESH YAM,57419.88,0.00,NL
,,,11/3/2010 02:12PM,1,992,992 CTNS FRESH YAM,14403.00,0.00,US
,,,11/4/2010 09:31AM,1,250,5PALLETS SAID TO CON. 250PKGSFRESH YAMS,7036.75,0.00,DE
,,,11/4/2010 09:31AM,1,500,FRESH YAM,14073.50,0.00,DE
,,,11/5/2010 05:05PM,1,1050,1050CTNS OF FRESH YAMS,28147.00,0.00,IT
,,,11/8/2010 02:09PM,1,10000,FRESH YAMS,231010.00,0.00,GB
,,,11/9/2010 05:10PM,1,1000,FRESH YAM,25947.00,0.00,US
,,,11/11/2010 11:25AM,1,450,FRESH YAMS,14670.81,0.00,GB
,,,11/11/2010 01:09PM,1,1000,1000CTNS OF FRESH YAM,20529.84,0.00,US
,,,11/11/2010 07:30AM,1,1000,FRESH YAMS,25947.00,0.00,US
,,,11/11/2010 08:03AM,1,4,4PALLET STC 160CTNS OF FRESH YAM,4502.62,0.00,DE
,,,11/11/2010 08:30AM,1,1000,1000 CTN FRESH YAMS,25947.00,0.00,US
,,,11/11/2010 04:56PM,1,1250,FRESH YAMS,29108.75,0.00,GB
,,,11/17/2010 10:10AM,1,1000,FRESH YAMS,25966.80,0.00,US
,,,11/17/2010 11:34AM,1,900,FRESH YAMS,23370.12,0.00,US
,,,11/17/2010 04:52PM,1,4500,FRESH YAMS,116850.60,0.00,CA
,,,11/17/2010 04:52PM,1,4000,FRESH YAMS,92668.00,0.00,GB
,,,11/17/2010 04:52PM,1,3000,FRESH YAMS,82605.60,0.00,NL
,,,11/18/2010 09:25AM,1,3000,300CTNS OF FRESH YAM,77900.40,0.00,US
,,,11/18/2010 01:58PM,1,413,413CTNS OF FRESH YAM,11372.04,0.00,NL
,,,11/18/2010 02:21PM,1,900,FRESH YAM,23370.12,0.00,CA
,,,11/19/2010 11:24AM,1,800,FRESH YAMS,20773.44,0.00,US
,,,11/18/2010 04:13PM,1,520,520CTNS OF FRESH YAM,14318.30,0.00,NL
,,,11/22/2010 10:15AM,1,2500,"2,500CTNS OF FRESH YAM",46334.00,0.00,GB
,,,11/22/2010 11:39AM,1,2500,"2,500CTNS OF FRESH YAM",46334.00,0.00,GB
,,,11/22/2010 02:42PM,1,10000,"10,000 CTNS FRESH YAMS",28852.00,0.00,GB
,,,11/25/2010 01:44PM,1,1000,FRESH YAM,28581.30,0.00,US
,,,11/24/2010 05:08PM,1,5280,"5,280 CTNS FRESH YAMS",121368.88,0.00,IT
,,,11/24/2010 06:37PM,1,200,FRESH YAMS,4041.80,0.00,ZA
,,,11/30/2010 09:54AM,1,2000,40PALLETS X 50BOXES OF FRESH YAM(20 KGS EACH),22040.96,0.00,NL
,,,11/26/2010 03:14PM,1,900,FRESH YAMS,23384.70,0.00,US
,,,11/25/2010 04:38PM,1,1000,FRESH YAMS,25983.00,0.00,US
,,,11/25/2010 05:23PM,1,3000,FRESH YAMS,77949.00,0.00,US
,,,11/25/2010 05:34PM,1,1000,FRESH YAMS,25983.00,0.00,US
,,,12/6/2010 10:11AM,1,4000,FRESH YAMS,90440.00,0.00,GB
,,,11/30/2010 12:05PM,1,200,FRESH YAMS,4522.00,0.00,GB
,,,11/30/2010 12:05PM,1,2000,FRESH YAMS,45220.00,0.00,GB
,,,11/30/2010 12:13PM,1,3540,FRESH YAMS,92798.79,0.00,NL
,,,12/1/2010 03:17PM,1,200,200 CTNS OF FRESH YAM,4119.92,0.00,ZA
,,,12/1/2010 05:15PM,1,5000,5000 CTNS FRESH YAM,14466.00,0.00,BE
,,,12/1/2010 06:58PM,1,400,400 CTNS FRESH YAMS,10415.52,0.00,GB
,,,12/2/2010 10:17AM,1,1000,FRESH YAMS,26038.80,0.00,US
,,,12/8/2010 11:30AM,1,1000,1000 CTNS FRESH YAMS,18232.00,0.00,US
,,,12/8/2010 03:55PM,1,1000,20PALLETS X 50BOXES OF FRESH YAM(20 KGS EACH),10843.48,0.00,NL
,,,12/9/2010 08:27AM,1,900,900 BOXES OF FRESH YAM,26091.00,0.00,US
,,,12/9/2010 11:55AM,1,400,400 BOXES OF FRESH YAM,7726.40,0.00,IT
,,,12/9/2010 01:00PM,1,900,FRESH YAMS,23481.90,0.00,US
,,,12/16/2010 11:22AM,1,2300,FRESH YAMS,62197.52,0.00,NL
,,,12/10/2010 02:01PM,1,1030,FRESH YAM,26873.73,0.00,CA
,,,12/14/2010 01:55PM,1,10000,10000 CTNS FRESH YAMS,229070.00,0.00,GB
,,,12/16/2010 11:39AM,1,1000,FRESH YAMS,18325.60,0.00,GB
,,,12/14/2010 05:31PM,1,1000,FRESH YAMS,26119.80,0.00,US
,,,12/14/2010 05:31PM,1,1000,FRESH YAMS,26119.80,0.00,US
,,,12/15/2010 03:05PM,6,12,YAM,72.56,0.00,CY
,,,12/16/2010 11:21AM,1,4600,FRESH YAMS,123306.68,0.00,NL
,,,12/16/2010 11:21AM,1,4000,FRESH YAMS,91628.00,0.00,GB
,,,12/16/2010 11:31AM,1,4600,FRESH YAMS,123306.68,0.00,NL
,,,12/16/2010 02:04PM,1,1000,FRESH YAMS,26119.80,0.00,US
,,,12/16/2010 04:34PM,1,900,FRESH YAMS,23507.82,0.00,US
,,,12/21/2010 10:15PM,1,300,FRESH YAM,7890.48,0.00,BE
,,,12/17/2010 11:53AM,1,1000,FRESH YAMS,26119.80,0.00,US
,,,12/17/2010 01:46PM,1,680,1X40FT CONTR STC 680 CTNS OFFRESH YAM,17761.46,0.00,CA
,,,12/21/2010 01:07PM,1,900,FRESH YAMS,2367.14,0.00,US
,,,12/21/2010 04:05PM,1,1100,1100 CTNS FRESH YAMS,19990.96,0.00,GB
,,,12/27/2010 01:03PM,1,1000,1000 BOXES OF FRESH YAM(20 KGS EACH),11694.71,0.00,NL
,,,12/30/2010 11:27AM,1,900,FRESH YAMS,23742.72,0.00,US
,,,12/31/2010 10:16AM,1,1000,FRESH YAMS,293120.00,0.00,US
,,,12/31/2010 10:20AM,1,600,FRESH YAMS,24374.52,0.00,ZA
,,,12/31/2010 10:31AM,1,400,400 CTNS FRESH YAMS,10552.32,0.00,ZA
,,,12/31/2010 10:58AM,1,1000,1000 CTNS FRESH YAMS,18055.20,0.00,GB
,,,12/31/2010 11:05AM,1,1000,FRESH YAMS,26380.80,0.00,US
,,,12/31/2010 11:11AM,1,1000,FRESH YAMS,26380.80,0.00,US
0714902000,0714902000,Cocoyam,12/15/2010 03:05PM,5,12,COCOYAM,72.56,0.00,CY
,,,12/20/2010 01:17PM,6,30,30 CTNS COCOYAM,783.59,0.00,JP
0801110000,0801110000,"Coconuts, dessicated",10/7/2010 09:47AM,2,80,80 SACKS OF COCONUTS,909.16,0.00,IT
0801310000,0801310000,"Cashew nuts, in shell",1/26/2010 01:19PM,1,400,400 BAGS RAW CASHEW NUTS,20934.16,0.00,IN
,,,2/11/2010 10:29AM,1,370,370 BAGS RAW CASHEW NUTS,15972.90,0.00,CN
,,,3/16/2010 12:21PM,1,400,400 BAGS RAW CASHEW NUTS,20967.67,0.00,IN
,,,3/4/2010 12:45PM,1,5400,5400 BAGS RAW CASHEW NUTS IN SHELL,388692.00,0.00,IN
,,,3/23/2010 11:05AM,1,417,417 BAGS DRIED RAW CASHEWNUTS IN SHELL,31511.00,0.00,IN
,,,7/2/2010 04:52PM,1,360,1  X 40' FT CONTR STC 360 BAGS/50KGCASHEW NUTS,8599.20,0.00,IN
0801320000,0801320000,"Cashew nuts, shelled",4/12/2010 10:04AM,1,1045,1045 BAGS RAW SCASHEW NUTS,29190.77,0.00,IN
,,,4/23/2010 01:28PM,1,600,600 BAGS RAW SCASHEW NUTS,16324.80,0.00,IN
0804501000,0804501000,Mangoes,7/15/2010 10:35AM,1,70,DRIED MANGOES,9739.16,0.00,IT
0805100000,0805100000,"Oranges, fresh or dried",3/22/2010 04:08PM,1,407,1 X 40 FT CONTAINER S.T.C343 BAGS OF ORANGE PEELS AND 58,29722.90,0.00,NL
0814000000,0814000000,"Peel of citrus fruit or melons, fresh,frozen, dried...etc.",2/18/2010 11:24AM,1,1,1 LOT VARIOUS ORGANIC PEELS,33106.20,0.00,DE
,,,3/15/2010 11:50AM,1,1,1 LOT VARIOUS ORGANIC PEELS,37424.40,0.00,DE
,,,4/14/2010 03:01PM,1,1,1 LOT VARIOUS ORGANIC PEELS,37237.20,0.00,DE
,,,5/6/2010 04:02PM,1,1,1 LOT VARIOUS ORGANIC PEELS,32878.50,0.00,DE
0901111900,0901111900,"Coffee, unroasted, undecaf, arabica - other, nes",5/20/2010 11:39AM,1,450,450 BAGS ROBUSTA MIXED COFFEE BEANS(36000KGS),66980.16,0.00,TG
0901121000,0901121000,"Coffee, unroasted, decaf, robusta",9/1/2010 10:38AM,1,386,RAW ROBUSTA COFFEE BEANS,43803.41,0.00,BE
0901122000,0901122000,"Coffee, unroasted, decaf, arabusta",5/19/2010 03:03PM,1,620,620 BAGS GHANA ROBUSTED COFFEE,28624.00,0.00,CH
0904120000,0904120000,"Pepper, crushed or ground",10/18/2010 12:10PM,6,10,FROZEN RED PEPPER (SAMPLE),2.88,0.00,GB
0908100000,0908100000,Nutmeg,6/10/2010 11:42AM,6,25,25 PKGS OGI,178.66,0.00,AU
0910990000,0910990000,"Spices - other, nes",8/11/2010 12:50PM,6,10,10 CTNS AGUSHIE,95.81,0.00,NL
,,,11/18/2010 01:37PM,3,3,SPICES (POWDERED  FOR FOOD),115.41,0.00,US
,,,,5,3,MAGIE CUBE,144.26,0.00,
1102200000,1102200000,Maize (corn) flour,3/26/2010 04:40PM,1,700,700 PKGS CORN DOUGH,6026.44,0.00,GB
,,,6/16/2010 04:40PM,3,1080,"1, 080 BANKU (CORN POWDER)",595.59,0.00,IE
,,,,4,360,360 HAUSA KOKO,198.53,0.00,
,,,8/16/2010 02:19PM,4,30,30 BOXES BANKU MIX,1443.20,0.00,US
,,,11/30/2010 01:11PM,5,60,60 CTNS X 12KG (720KG),1041.55,0.00,IE
1102901000,1102901000,Flour of millet or sorghum,6/10/2010 11:42AM,8,4,4 SACK MILLECT FLOUR,28.59,0.00,AU
,,,8/16/2010 02:19PM,5,5,5 BOXES OF HAUSA KOKO,288.64,0.00,US
1102909000,1102909000,"Flour of other cereals, nes",8/11/2010 12:50PM,7,2,2  CTNS HUASA KOKO,19.16,0.00,NL
1104230000,1104230000,"Cereal grains, worked but not rolled or flaked, of maize (corn)",4/27/2010 01:41PM,3,1,MAIZE GRITS,0.18,0.00,NL
1106201010,1106201010,Cassava Flour and meal of flour,3/17/2010 01:58PM,4,15,15 BAGS OF KOKONTE & AGUSHIE(FLOUR),427.29,0.00,ZA
,,,5/28/2010 02:59PM,4,50,50 CTNS OF KOKONTE,1411.80,0.00,ZA
,,,6/10/2010 11:42AM,7,10,10 SACK CASSAVA FLOUR,71.47,0.00,AU
,,,8/26/2010 10:39AM,2,12,4 CTNS (1KG X 24) BANKU MIX 15 CTNS (1KG X 24) BANKU MIX 2,726.18,0.00,AU
,,,9/1/2010 02:54PM,5,25,25 BAGS OF AGUSHIE,714.19,0.00,ZA
