House Code,House Heads Code,House  Description,Date Processed,Items Number,Number of Packages,Goods Descriptions 1,Items Cif Ghc,Amount Paid Ghc,Country  Destination
,,,5/8/2008 04:18PM,1,14,1X2O' CONTAINER STC 8020 SHEETSGHANA CEIBA ROTARY PEELED VENEER,7551.71,0.00,FI
,,,5/8/2008 07:09PM,1,16,"1X40' CONTAINER STC GHANAKOTO, INTERIOR, BACKING",64723.00,0.00,IT
,,,5/8/2008 07:09PM,1,16,"1X40' CONTAINERS STC GHANA ASANFINABACKING, BELOWBACKING GRADES SLICED",43044.13,0.00,GR
,,,5/8/2008 07:09PM,1,16,"1X40' CONTAINER STC GHANAKOTO, MAKORE  BELOWBACKING",23487.48,0.00,EG
,,,5/8/2008 07:09PM,1,16,"1X40' CONTAINER STC GHANA  CEIBASTAINED,KOTO, MAKORE  BELOWBACKING",16923.12,0.00,EG
,,,5/8/2008 07:09PM,1,32,"2X40' CONTAINERS STC GHANA  KOTOCEIBA, BELOWBACKING",43390.42,0.00,EG
,,,5/10/2008 11:28AM,1,20,"1 X20FT CONT. STC 863PKTS/18,123PCSODUM PARQUET K.D 14 X 90X500-1200MM",41284.26,0.00,IT
,,,5/13/2008 05:40PM,1,38,"2 X 40FT CONT; STC CEIBA PLYWOOD15MM,18MM,20MM,25MM & 30MM",55980.11,0.00,BE
,,,5/13/2008 05:40PM,1,16,1 X 40FT CONT; STC 0.55MM MAKORE& ANIGRE SLICED VENEER,53922.81,0.00,DE
,,,5/15/2008 04:11PM,1,64,"4X40' CONTAINERS STC GHANACEIBA, STAINED, KOTO, MAKORE",75436.19,0.00,EG
,,,5/15/2008 04:11PM,1,64,"4X40' CONTAINERS STC GHANA SAPELECHENCHEN BACKING,",162229.01,0.00,AE
,,,5/15/2008 04:11PM,1,16,1X40' CONTAINER STC GHANACHENCHEN   BELOWBACKING,30219.15,0.00,AE
,,,5/15/2008 04:12PM,1,16,"1X40' CONTAINER STC GHANA BLACKOFRAM, CHENCHEN BACKING,",46473.53,0.00,FR
,,,5/27/2008 01:48PM,1,28,"2 X 40FT CONT; STC ANIGRE,SAPELE, &KHAYA SLICED VENEER",155679.95,0.00,IT
,,,5/27/2008 01:48PM,1,15,1 X 40FT CONT; STC FAS MAKORE KDLUMBER,36272.89,0.00,FR
,,,5/27/2008 01:48PM,1,23,1 X 40FT CONT; STC 15MM B/BB CEIBAPLYWOOD,29279.98,0.00,GR
,,,5/27/2008 03:11PM,1,24,1 X 20FT CONT; STC SAPELE & ANIGRE1 X 40FT CONT; STC SAPELE SLICED,87971.39,0.00,BE
,,,5/27/2008 03:11PM,1,22,1 X 40FT CONT; STC 12MM & 15MMCEIBA PLYWOOD,29091.49,0.00,GR
,,,5/27/2008 03:11PM,1,23,1 X 40FT CONT; STC 15MM B/BBCEIBA PLYWOOD,29279.98,0.00,GR
,,,5/28/2008 10:14AM,1,1792,4 X20FT CONTS. STC (78.840M3)1792PCS OF TEAK LUMBER,27165.44,0.00,IN
,,,5/28/2008 10:14AM,1,649,6 X 20FT CONTS. STC (75.387M3)649PCS OF TEAK LOGS,18742.31,0.00,IN
,,,5/28/2008 03:05PM,1,32,2X40' CONTAINERS STC GHANA MIXEDREDWOOD NARROWS BELOWBACKING,28503.07,0.00,EG
,,,5/28/2008 03:05PM,1,25,1X40' CONTAINER STC 3707 PCSGHANA KHAYA IVORENSIS FAS KILN,65025.94,0.00,US
,,,5/28/2008 03:05PM,1,16,1X40' CONTAINER STC GHANA KOTOBACKING GRADE SLICED VENEER,58612.22,0.00,IT
,,,5/28/2008 03:05PM,1,16,"1X40' CONTAINER  STC GHANAKHAYA FLAT, QUARTER CUTS",37207.39,0.00,VN
,,,5/28/2008 03:05PM,1,28,2X2O' CONTAINERS STC 16040 SHEETSGHANA CEIBA ROTARY PEELED VENEER,15558.65,0.00,FI
,,,5/28/2008 03:34PM,1,16,"1X40' CONTAINERS STC GHANAGHANA CHENCHEN, ASANFINA NORMAL,",74034.65,0.00,GR
,,,5/30/2008 12:08PM,1,25,GRADE II WAWA/CEIBA TRAINGLESNO.1 C & S WAWA (KD) LUMBER,39119.16,0.00,DE
,,,5/30/2008 01:38PM,1,62,"ASANFINA,GUAREA,CHENCHEN,WALNUTEDINAM,CANDOLLEI,SAPELE,",170386.46,0.00,ES
,,,5/30/2008 02:07PM,1,13,"1X20' CONTAINER STC GHANAASANFINA, FRIZE MINERAL, SPOTTED",22789.15,0.00,IT
,,,5/30/2008 02:07PM,1,34,"1X40' CONTAINER STC GHANAASANFINA, MINERAL,  SAPELE KOTO,",142875.70,0.00,IT
,,,5/30/2008 02:07PM,1,19,"1X40' CONTAINER GHANA MAKORE, KOTO,ASANFINA SPOTTED MINERAL, MAKORE",60406.78,0.00,DE
,,,5/30/2008 02:07PM,1,38,"2X40' CONTAINERS STC GHANAMOHOGANY, MAKORE, BLACK OFRAM,",116421.40,0.00,RU
,,,6/5/2008 07:09PM,1,14,1X20' CONTAINER STC 14 PALLETS-8020 SHEETS GHANA CEIBA ROTARY,7696.03,0.00,FI
,,,6/5/2008 07:09PM,1,32,"2X40' CONTAINERS STC GHANA SAPELEFLAT CUT, MAHOGANY QUARTER CUT,",77531.32,0.00,LB
,,,6/11/2008 11:02AM,1,8,1 X 20FT CONT; STC 0.55MMCHENCHEN SLICED VENEER,21048.53,0.00,ES
,,,6/11/2008 11:02AM,1,16,1 X 40FT CONT; STC 0.55MM SAPELESLICED VENEER,48409.86,0.00,ES
,,,6/11/2008 11:02AM,1,16,1 X 40FT CONT; STC 0.55MM CANDOLLEI& ANIGRE SLICED VENEER,53555.16,0.00,BE
,,,6/11/2008 11:02AM,1,16,1 X 40FT CONT; STC 0.55MM AKASSA &ANIGRE SLICED VENEER,77669.35,0.00,GR
,,,6/13/2008 10:06AM,1,20,"1 X 20FT CONT.20PLTS STC 1020PKTS/53,436PCS",27080.66,0.00,CH
,,,6/13/2008 11:30AM,1,24,"1X20FT CONT. STC24PLT 1197PKTS/43,624PCS",30948.83,0.00,IT
,,,6/13/2008 12:17PM,1,4,"1 X 40FT PART LOAD4PLTS STC 232PKTS/20,880PCS",3919.13,0.00,IT
,,,,2,12,"1 X 40FT PART LOAD STC12PLTS STC 41,080PCS OF",18598.23,0.00,
,,,,3,10,"1 X 40FT PART LOAD110PLTS STC 16,501PCS OF",10174.88,0.00,
,,,6/20/2008 04:19PM,1,33,"ASANFINA,MAHOGANY,MAKORE,AVODIRE SLICED VENEER",101026.44,0.00,ES
,,,6/24/2008 02:09PM,1,22,2X20' CONTAINERS STC 48042 SHEETSGHANA CEIBA ROTARY PEELED VENEER,17194.34,0.00,DE
,,,6/29/2008 08:34AM,1,16,1X40' CONTAINER STC GHANACHENCHEN BELOWBACKING GRADE,29844.19,0.00,AE
,,,6/29/2008 08:34AM,1,15,"1X40' CONTAINER STC  GHANA SAPELEQUARTER CUT. KHAYA FLAT CUT,",98915.27,0.00,US
,,,6/29/2008 08:34AM,1,16,"1X40' CONTAINER STC GHANA KHAYAFLAT, QUARTER CUTS INTERIOR,",54063.00,0.00,CA
,,,6/29/2008 08:34AM,1,16,1X40' CONTAINER STC GHANA KOTOCEIBA BELOWBACKING GRADE,21698.67,0.00,EG
,,,6/29/2008 08:34AM,1,15,"1X40' CONTAINER STC GHANA KOTOMAKORE, MIXED REDWOOD NARROWS",60217.97,0.00,RU
,,,6/29/2008 08:34AM,1,16,1X40' CONTAINER STC GHANA ASANFINAMINERAL BELOWBACKING GRADE,30617.89,0.00,LB
,,,6/29/2008 08:34AM,1,16,"1X40' CONTAINER STC GHANACHENCHEN BUCKLED, KOTO NARROWS",15276.96,0.00,EG
,,,7/4/2008 01:33PM,1,80,"5 X 40 FT CONT; STC 0.55MM ANIGRESAPELE, MAKORE, KHAYA, CANDOLLEI",387750.96,0.00,FR
,,,7/4/2008 01:33PM,1,8,1 X 20FT CONT; STC 0.55MM ANIGRESLICED VENEER,17698.59,0.00,GR
,,,7/4/2008 06:06PM,1,32,"2X40' CONTAINERS STC GHANA SAPELEFLAT CUT MAHOGANY QUARTER CUT,",79644.84,0.00,LB
,,,7/4/2008 06:06PM,1,16,"1X40' CONTAINER STC GHANA CEIBA,MAHOGANY BELOWBACKING GRADE",34210.34,0.00,EG
,,,7/4/2008 06:06PM,1,15,"1X40' CONTAINER STC GHANAMAKORE INTERIOR, BACKING,",53985.38,0.00,LV
,,,7/4/2008 06:06PM,1,16,1X40' CONTAINER STC GHANA MIXEDREDWOOD NARROWS BELOWBACKING,14490.58,0.00,EG
,,,7/4/2008 06:06PM,1,18,"1X40' CONTAINER STC GHANA CHENCHENMIXED REDWOODS, MAHOGANY INTERIOR,",58148.14,0.00,RU
,,,7/4/2008 06:06PM,1,9,"1X40' CONTAINER PARTLOAD STCGHANA KOTO NARROWS, CHENCHEN",18217.53,0.00,RU
,,,7/8/2008 05:02PM,1,10,1X20' CONTAINER STC 15086 SHEETSGHANA CEIBA ROTARY PEELED VENEER,7377.27,0.00,DE
,,,7/8/2008 05:02PM,1,12,1X20' CONTAINER STC 7680 SHEETSGHANA CEIBA ROTARY PEELED VENEER,7932.11,0.00,FI
,,,7/10/2008 11:19AM,1,47,"3 X 40FT CONT; STC 0.55MM & 0.60MMANIGRE,SAPELE,MAKORE,CEIBA & KHAYA",195219.46,0.00,ES
,,,7/10/2008 11:19AM,1,32,2 X 40FT CONT; STC 0.55MM ANIGRESLICED VENEER,180124.85,0.00,ES
,,,7/10/2008 11:19AM,1,16,1 X 40FT CONT; STC 0.55MM & 1.5MMCHENCHEN & MAKORE SLICED VENEER,43101.88,0.00,FR
,,,7/11/2008 09:06AM,1,8,GRADE 2 DANTA & CANDOLLEIFLOORING,17784.20,0.00,CZ
,,,7/11/2008 03:29PM,1,15,"1X40' CONTAINER GHANA WHITE,BLACK OFRAM, ASANFINA MINERAL",47130.58,0.00,IT
,,,7/11/2008 03:29PM,1,4,1X40' CONTAINER PARTLOAD STC GHANAMAHOGANYGRADE III CURLS,16280.73,0.00,CN
,,,7/11/2008 03:29PM,1,50,"3X40' CONTAINERS STC GHANA ASANFINASAPELE QUARTERED, NO MINERAL",264802.39,0.00,IT
,,,7/11/2008 03:29PM,1,16,"1X40' CONTAINER STC GHANACHENCHEN, ASANFINA MINERAL, BLACK",47742.37,0.00,FR
,,,7/11/2008 03:29PM,1,18,"1X40' CONTAINER STC GHANA ASANFINAMAKORE FACE, INTERIOR, BACKING,",88711.12,0.00,DE
,,,7/16/2008 01:04PM,1,14,1X20' CONTAINER STC 8140 SHEETSGHANA CEIBA ROTARY PEELED VENEER,8150.57,0.00,FI
,,,7/16/2008 01:04PM,1,12,1X20' CONTAINER STC 29704 SHEETSGHANA CEIBA ROTARY PEELED VENEER,8644.89,0.00,DE
,,,7/17/2008 02:11PM,1,23,1 X 40FT CONT: STC 15MM B/BB CEIBAPLYWOOD,31234.13,0.00,GR
,,,7/17/2008 02:11PM,1,22,"1 X 40FT CONT; STC 9MM,15MM & 20MMB/BB CEIBA PLYWOOD",32673.84,0.00,GR
,,,7/17/2008 02:11PM,1,16,1 X 40FT CONT; STC 2.1MM CELTISROTARY VENEER,29133.66,0.00,US
,,,7/17/2008 02:12PM,1,16,1 X 40FT CONT; STC O.65MM KHAYASLICED VENEER,123355.34,0.00,US
,,,7/18/2008 12:52PM,1,46,2 X 40FT CONT: STC 18MM CEIBAPLYWOOD,103410.84,0.00,NG
,,,7/18/2008 03:48PM,1,20,"1X40' CONTAINER STC GHANA MAHOGANY,BLACK OFRAM ASANFINA, ASANFINA",116448.08,0.00,IT
,,,7/18/2008 03:48PM,1,5,1X40' CONTAINER PARTLOAD STCGHANA ASANFINA FRIZE MINERAL,18992.47,0.00,CN
,,,7/18/2008 03:48PM,1,17,"1X40' CONTAINER STC GHANA MIXEDREDWOODS NARROWS, ASANFINA",38001.58,0.00,RU
,,,7/18/2008 03:48PM,1,8,1X20' CONTAINER STC GHANA SAPELEQUARTER CUT BELOWBACKING GRADE,18518.11,0.00,SY
,,,7/18/2008 04:07PM,1,14,"1X40' CONTAINER STC GHANA WAWA,CHENCHEN, KOTO BACKING,",50031.86,0.00,DE
,,,7/25/2008 09:50AM,1,5,"1 X 40FT CONT:STC 60MM MAKORECANDOLLEI, & OFRAM SLICED VENEER",30356.47,0.00,US
,,,7/25/2008 09:51AM,1,46,2 X 40FT CONT: STC 15MM B/BBCEIBA PLYWOOD,61765.42,0.00,GR
,,,7/25/2008 09:51AM,1,23,1 X 40FT CONT: STC 18MM CEIBAPLYWOOD,51897.19,0.00,NG
,,,7/25/2008 09:51AM,1,46,2 X 40FT CONT: STC 15MM CEIBAPLYWOOD,61765.42,0.00,GR
,,,7/25/2008 09:51AM,1,16,1 X 40FT CONT: STC 0.55MM ANIGERSLICED VENEER,122264.53,0.00,IT
,,,7/25/2008 09:51AM,1,32,"2 X 40FT CONT:STC 0.55MM SAPELE,CHENCHEN,EDINAM,MAKORE & KHAYA",154513.79,0.00,ES
,,,7/25/2008 04:31PM,1,16,1X40' CONTAINER STC GHANACHENCHEN SAPELE FLAT CUT,45840.29,0.00,SA
,,,7/25/2008 04:33PM,1,22,1X40' CONTAINER STC GHANA ASANFINAMINERAL SHORTS BELOWBACKING,30897.75,0.00,IT
,,,7/25/2008 04:33PM,1,34,"2X40' CONTAINERS STC GHANA MAHOGANYMAKORE, CHENCHEN, KOTO MAKORE",158279.33,0.00,LV
,,,7/29/2008 08:24PM,1,22,"1 X 40FT CONT:STC 15MM,18MM, & 20MMCEIBA PLYWOOD",33518.90,0.00,GR
,,,7/29/2008 08:24PM,1,12,"1 X 40FT CONT;STC 0.55MM & 0.60MMMAKORE, YAYA & KOTO SLICED VENEER",69052.30,0.00,RU
,,,7/29/2008 08:24PM,1,23,1 X 40FT CONT; STC 15MM CEIBAPLYWOOD,31346.71,0.00,GR
,,,7/29/2008 08:24PM,1,16,1 X 40FT CONT; STC 2.1MM CELTISROTARY VENEER,29681.53,0.00,US
,,,7/29/2008 08:24PM,1,32,"2 X 40FT CONT; STC 0.55MM MAKORE,EDINAM & KOTO SLICED VENEER",110317.15,0.00,DE
,,,7/31/2008 01:10PM,1,21,1X20' CONTAINER STC 20730 SHEETSGHANA CEIBA ROTARY PEELED VENEER,8527.68,0.00,DE
,,,7/31/2008 01:10PM,1,14,1X20' CONTAINER STC 8020 SHEETSGHANA CEIBA ROTARY PEELED VENEER,8329.28,0.00,FI
,,,8/1/2008 08:33AM,1,29,MAHOGANY SLICED VENEERMAKORE SLICED CURL VENEER,107185.20,0.00,IT
,,,8/1/2008 08:33AM,1,16,CHENCHEN SLICED VENEER(1X40 FT CONTAINER(,28023.35,0.00,AE
,,,8/26/2008 03:53PM,1,10,SAPELE/CHENCHEN SLICED VENEER(1X40 FT CONTAINER),0.00,0.00,LB
,,,8/6/2008 05:00PM,1,14,FAS MAKORE (KD) LUMBER(1X40 FT CONTAINER),34837.94,0.00,US
,,,8/7/2008 06:48PM,1,46,2 X 40FT CONT; STC 15MM B/BB CEIBAPLYWOOD,62575.11,0.00,GR
,,,8/7/2008 06:48PM,1,23,"1 X 40FT CONT;STC 9MM,15MM,18MM &20MM CEIBA PLYWOOD",31478.81,0.00,GR
,,,8/7/2008 06:48PM,1,48,"3 X 40FT CONT; STC 0.5MM & 0.65MMCHENCHEN, SAPELE, KHAYA, MAKORE &",169429.41,0.00,EG
,,,8/7/2008 06:48PM,1,4,1 X 20FT CONT; STC 0.6MM HYEDUASLICED VENEER,25514.44,0.00,TW
,,,8/8/2008 04:09PM,1,16,"1X40' CONTAINER STC GHANA SAPELEFLAT CUT BACKING, BELOWBACKING",54032.03,0.00,SA
,,,8/8/2008 04:09PM,1,16,"1X40' CONTAINER STC GHANA ASANFINAMINERAL INTERIOR, BACKING,",73838.70,0.00,IT
,,,8/8/2008 04:09PM,1,14,1X40' CONTAINER STC GHANA KHAYAFLAT CUT INTERIOR BACKING,73710.07,0.00,US
,,,8/8/2008 04:09PM,1,13,"1X40' CONTAINER PARTLOAD  STCGHANA BLACK OFRAM, CHENCHEN",55026.56,0.00,US
,,,8/8/2008 04:10PM,1,96,"6X40' CONTAINERS STC GHANA CEIBASTAINED, MAKORE, KOTO, BELOWBACKING",125505.83,0.00,EG
,,,8/12/2008 09:13AM,1,14,1X20' CONTAINER STC 8020 SHEETSGHANA CEIBA ROTARY PEELED VENEER,8036.52,0.00,FI
,,,8/12/2008 09:13AM,1,27,1X20' CONTAINER STC 12810 SHEETSGHANA CEIBA ROTARY PEELED VENEER,8151.05,0.00,DE
,,,8/15/2008 02:26PM,1,16,CEIBA/WAWA TRAPEZIUM(1X40 FT CONTAINER),22306.59,0.00,DE
,,,8/19/2008 11:29AM,1,19,1 X 40FT CONT; STC 0.55MM MAKORESLICED VENEER,91075.39,0.00,DE
,,,8/19/2008 11:29AM,1,58,"4 X 40FT CONT; STC 0.55MM X 2.5MMCHENCHEN,SAPELE,MAKORE, KHAYA,",288484.85,0.00,DE
,,,8/19/2008 11:29AM,1,17,1 X 40FT CONT; STC 2.7MM CORECEIBA ROTARY CUT VENEER,23537.52,0.00,BE
,,,8/19/2008 11:29AM,1,12,1 X 40FT CONT; STC 0.55MM & 0.6MMCEIBA & EDINAM SLICED VENEER,33354.97,0.00,EG
,,,8/19/2008 11:29AM,1,16,1 X 40FT CONT; STC 0.55MM CEIBASLICED VENEER,25088.94,0.00,EG
,,,8/19/2008 11:29AM,1,23,"1 X 40FT CONT; STC 10MM,12MM,15MM,18MM & 20MM CEIBA PLYWOOD",33721.27,0.00,BE
,,,9/2/2008 09:07AM,1,20,1X20' CONTAINER STC 10745 SHEETSGHANA CEIBA ROTARY PEELED VENEER,7452.06,0.00,DE
,,,9/2/2008 09:07AM,1,14,1X20' CONTAINER STC 8020 SHEETSGHANA CEIBA ROTARY PEELED VENEER,8087.61,0.00,FI
,,,9/3/2008 09:06AM,1,376,4 X 20FT CONTS. STC 376PCS OF TEAKLOGS 48.210M3,15651.52,0.00,IN
,,,9/10/2008 03:48PM,1,16,"1 X 40FT CONTAINER S.T.C16 PALLETS GHANA SAPELE FLAT CUT,",59004.04,0.00,AE
,,,9/10/2008 04:58PM,1,15,"1X4O' CONTAINER STC GHANA KHAYAQUARTER CUT, KHAYA FLAT CUT,",102387.45,0.00,US
,,,9/10/2008 04:58PM,1,18,"1X40' CONTAINER STC GHANA KOTO,ASANFINA, NO MINERAL, MINERAL,",67735.39,0.00,IT
,,,9/10/2008 04:58PM,1,15,"1X40' CONTAINER STC GHANA ASANFINAMAHOGANY FLAT CUT, KOTO INTERIOR,",70114.25,0.00,IT
,,,9/10/2008 04:58PM,1,27,"2X40' CONTAINERS STC GHANA KOTO,ASANFINA MINERAL FRIZE, MAKORE,",135068.14,0.00,IT
,,,9/10/2008 04:58PM,1,16,1X40' CONTAINER STC GHANA CHENCHENBELOWBACKING GRADE SLICED VENEER,45220.82,0.00,ES
,,,9/10/2008 04:58PM,1,96,"6X40' CONTAINERS STC GHANA KOTO,MAKORE, CEIBA, STAINED BELOWBACKING",132721.28,0.00,EG
,,,9/10/2008 04:58PM,1,8,"1X20' CONTAINER STC GHANA ASANFINAFRIZE WHITE, BLACK OFRAM, SAPELE",59015.61,0.00,BE
,,,9/10/2008 04:58PM,1,16,"1X4O' CONTAINER STC GHANA KHAYAQUARTER CUT, KHAYA FLAT CUT,",94704.89,0.00,US
,,,9/10/2008 04:58PM,1,35,"2X40' CONTAINERS STC GHANA MAKORE,CHENCHEN, WAWA, MIXED REDWOODS,",142937.53,0.00,RU
,,,9/10/2008 05:20PM,1,16,"1X40' CONTAINER STC GHANA KHAYAFLAT CUT, CANDOLLEI, SAPELE",223142.19,0.00,US
,,,9/10/2008 05:20PM,1,6,"1X20' CONTAINER STC GHANA KOTO,WAWA BACKING GRADE SLICED VENEER",16547.30,0.00,NL
,,,9/12/2008 11:22AM,1,48,"MAKORE,ASANFINA,ODUM,CHENCHEN,SAPELE SLICED VENEER.",178900.62,0.00,ES
,,,9/12/2008 11:22AM,1,18,CORE CELTIS ROTARY VENEER(1X40 FT CONTAINER),27848.91,0.00,US
,,,9/15/2008 12:02PM,1,28,2X20' CONTAINERS STC 16040 SHEETSGHANA CEIBA ROTARY PEELED  VENEER,15820.92,0.00,FI
,,,9/16/2008 06:46PM,1,16,1 X 40FT CONT; STC 0.55MM ANIGRESLICED VENEER,39238.43,0.00,DE
,,,9/16/2008 06:46PM,1,16,1 X 40FT CONT; STC 2.4MM CORE CEIBAROTARY VENEER,20718.18,0.00,ES
,,,9/16/2008 06:46PM,1,16,1 X 40FT CONT; STC 1.4MM CHENCHENROTARY CUT VENEER,23011.62,0.00,EG
,,,9/16/2008 06:46PM,1,16,1 X 40FT CONT; STC 0.55MM SAPELESLICED VENEER,53656.11,0.00,ES
,,,9/16/2008 06:46PM,1,8,1 X 20FT CONT; STC 0.55MM SAPELESLICED VENEER,23882.28,0.00,ES
,,,9/16/2008 06:46PM,1,16,1 X 40FT CONT; STC 2.1MM CELTISROTARY VENEER,19926.55,0.00,US
,,,9/16/2008 06:46PM,1,16,1 X 40FT CONT; STC 1.5MM OGEA ANDSTERCULIA ROTARY VENEER,22495.92,0.00,US
,,,9/17/2008 01:38PM,1,5,"1 X 40FT CONT; STC 0.55MM,1.5MM &2.5MM CHENCHEN & SAPELE SLICED",12087.78,0.00,RU
,,,9/17/2008 02:43PM,1,24,"24PLTS STC 1352 PKTS/64,896PCS APAPARQUET K.D",31032.78,0.00,IT
,,,9/18/2008 08:53AM,1,16,1 X 40FT CONT; STC 0.55MM MAKORESLICED VENEER,87583.02,0.00,RU
,,,9/18/2008 08:53AM,1,16,1 X 40FT CONT; STC CORE 2.1MMCELTIS ROTARY VENEER,19926.55,0.00,US
,,,9/18/2008 08:53AM,1,108,"5 X 40FT CONT; STC 10MM,12MM,20MMB/BB CEIBA PLYWOOD",159883.21,0.00,BE
,,,9/18/2008 04:35PM,1,16,"1X40' CONTAINER STC GHANA KHAYAFLAT CUT, QUARTER CUT, ODUM, SAPELE",70131.59,0.00,ES
,,,9/18/2008 04:35PM,1,16,1X40' CONTAINER STC GHANA ASANFINAGRADES SLICED VENEER,89270.98,0.00,IT
,,,9/18/2008 04:35PM,1,8,1X20' CONTAINER STC GHANA BLACKOFRAM BACKING GRADE SLICED VENEER,39458.39,0.00,CN
,,,9/18/2008 04:35PM,1,15,"1X40' CONTAINER STC GHANA MAKOREINTERIOR, BACKING, BELOWBACKING",82719.56,0.00,LV
,,,9/18/2008 04:35PM,1,14,1X40' CONTAINER STC GHANA SAPELEFLAT CUT BELOWBACKING GRADE,40431.08,0.00,ZA
,,,9/18/2008 04:39PM,1,8,"1X20' CONTAINER STC GHANA SAPELEFLAT QUARTER CUTS, BACKING,",40623.34,0.00,PL
,,,9/18/2008 04:41PM,1,986,6X20FT CONTS. STC986PCS OF TEAK LOGS 70.825 M3,20321.58,0.00,IN
,,,9/18/2008 04:52PM,1,458,1 X 20FT CONT. STC458PCS OF TEAK LUMBER 20.587 M3,8846.51,0.00,IN
,,,9/25/2008 12:38PM,1,14,"1X40' CONTAINER STC GHANA SAPELEFLAT CUT, QUARTER CUTS",46703.69,0.00,ZA
,,,9/27/2008 03:15PM,1,16,1 X 40FT CONT; STC 2.4MM CEIBAROTARY CUT VENEER,23378.45,0.00,BE
,,,10/2/2008 11:28AM,1,12,1X20' CONTAINER STC 7100 SHEETSGHANA CEIBA ROTARY PEELED  VENEER,0.00,0.00,FI
,,,10/2/2008 04:57PM,1,16,"CHENCHEN,ODUMWALNUT,OFRAM SLICED VENEER",45504.24,0.00,LB
,,,10/4/2008 12:22PM,1,16,"1 X 40FT CONTR;STC  0.55MM & 0.60MMCEIBA ,CHENCHEN, AND ENTEDUA",46066.46,0.00,EG
,,,10/9/2008 08:12AM,1,20,"1 X 20FT CONT. STC 20PLT865 PKTS/18,165 PCS ODUM",25826.00,0.00,IT
,,,10/9/2008 08:12AM,1,24,"1 X 20FT CONT. 24PLTSSTC 1367PKTS/123,030 PCS",27560.39,0.00,IT
,,,10/9/2008 08:12AM,1,21,"1 X 20FT CONT. 21PLTSSTC 948PKTS/24,810 PCS",31835.19,0.00,IT
,,,10/9/2008 08:12AM,1,25,"1 X 20FT CONT. STC 25PLTS1387PKTS/ 65,880PCS",31975.81,0.00,IT
,,,10/9/2008 08:28AM,1,11,"1X40FT PART LOAD. STC11PLTS, 36,186PCS KOTO",16838.52,0.00,IT
,,,,2,14,1X40FT PART LOAD STC 14PLTS27252PCS OF WAWA/OFRAM,16876.25,0.00,
,,,10/10/2008 02:15PM,1,16,"1X40' CONTAINER STC GHANA BLACKOFRAM, CHENCHEN BACKING,",59390.99,0.00,FR
,,,10/10/2008 02:15PM,1,15,1X40' CONTAINER STC GHANA SAPELEQUARTER CUT BELOWBACKING,40271.17,0.00,TW
,,,10/10/2008 02:15PM,1,16,1X40' CONTAINER STC GHANA BLACKOFRAM BELOWBACKING GRADE,25593.91,0.00,LB
,,,10/16/2008 12:19PM,1,16,1 X 40FT CONTR; STC 0.55MM & 0.60MMCEIBA CHENCHEN & ENTEDUA,41221.64,0.00,EG
,,,10/16/2008 12:20PM,1,66,"3 X 40FT CONTR; STC 8MM,10MM,12MM,15MM & 18MM CEIBA PLYWOOD",91598.47,0.00,GR
,,,10/16/2008 12:20PM,1,36,"2 X 40FT CONTR; STC 0.55MM & 1.5MM,ANIGRE, CHENCHEN, CANDOLLEI, &",130749.78,0.00,FR
,,,10/16/2008 12:20PM,1,16,1 X 40FT CONTR; STC 3.00MM CEIBAROTARY CUT VENEER,21139.32,0.00,BE
,,,10/16/2008 12:20PM,1,8,1 X 20FT CONTR; STC 0.55MMCANDOLLEI SLICED VENEER,35265.76,0.00,BE
,,,10/24/2008 12:01PM,1,14,"1X40' CONTAINER STC GHANA KHAYAQUARTER, FLAT CUTS INTERIOR,",0.00,0.00,US
,,,10/24/2008 11:53AM,1,8,"1X20' CONTAINER STC GHANA SAPELEMAKORE NORMAL, NARROWS, KOTO,",0.00,0.00,DE
,,,11/14/2008 09:46AM,1,32,"KHAYA,AVODIRE,CHENCHEN,EDINAM SLICED VENEER",62612.89,0.00,GB
,,,10/29/2008 04:56PM,1,51,"3X40' CONTAINER STC GHANA ASANFINANORMAL, SHORTS, MINERAL, NO MINERAL",227303.39,0.00,IT
,,,10/29/2008 04:56PM,1,38,"2X40' CONTAINERS STC GHANA ASANFINAMAKORE, KOTO INTERIOR, BACKING",147147.13,0.00,DE
,,,10/29/2008 04:56PM,1,12,1X40' CONTAINER STC GHANA ASANFINAMINERAL BELOWBACKING GRADE,27696.93,0.00,BE
,,,10/31/2008 11:29AM,1,6,"1X20' CONTAINER STC GHANA KOTO,WAWA BACKING GRADE SLICED",14947.64,0.00,CN
,,,11/7/2008 09:38AM,1,28,2X20' CONTAINER STC 16040 SHEETSGHANA CEIBA ROTARY PEELED VENEER,14770.38,0.00,FI
,,,11/7/2008 11:14AM,1,16,1X40' CONTAINER STC GHANA MAHOGANYFLAT CUT BELOWBACKING GRADE,26239.08,0.00,ES
,,,11/8/2008 12:20PM,1,62,"4 X 40FT CONTR; STC 0.55MM & 0.60MMAPA, ASENFINA, OFRAM, SAPELE &",308594.88,0.00,ES
,,,11/8/2008 12:20PM,1,16,1 X 40FT CONTR; STC 1.5MM CORE OGEASTERCULIA & BOMBAX ROTARY VENEER,22943.82,0.00,US
,,,11/8/2008 12:20PM,1,32,2 X 40FT CONTR; STC 0.55MM CEIBA &CHENCHEN SLICED VENEER,64783.99,0.00,EG
,,,11/8/2008 12:20PM,1,46,2 X 40FT CONTR; STC 1.5MM B/BBCEIBA PLYWOOD,55587.40,0.00,GR
